Sentence-ID,Sentence-String,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11
0,"To investigate the alleviation effect of <span class=""italic"">Vaccinium uliginosum</span> extract (DA9301) on tablet computer-induced asthenopia.",0,0,0,0,0,0,0,0,0,0,0
1,"This was a randomized, placebo-controlled, double-blind and parallel study (Trial registration number: 2013–95).",1,0,1,1,1,1,1,0,0,0,0
2,"A total 60 volunteers were randomized into DA9301 (<span class=""italic"">n</span> = 30) and control (<span class=""italic"">n</span> = 30) groups.",1,1,1,1,1,1,1,0,0,0,0
3,The DA9301 group received DA9301 oral pill (1000 mg/day) for 4 weeks and the control group received placebo.,1,0,1,1,1,1,1,0,0,0,0
4,Asthenopia was evaluated by administering a questionnaire containing 10 questions (responses were scored on a scales of 0–6; total score: 60) regarding ocular symptoms before (baseline) and 4 weeks after receiving pills (DA9301 or placebo).,1,0,1,1,1,1,1,0,0,0,0
5,"The participants completed the questionnaire before and after tablet computer (iPad Air, Apple Inc.) watching at each visit.",1,0,1,1,1,1,1,0,0,0,0
6,The change in total asthenopia score (TAS) was calculated and compared between the groups,0,0,0,0,0,0,0,0,0,0,0
7,TAS increased significantly after tablet computer watching at baseline in DA9301 group.,0,0,0,0,0,0,0,1,1,1,1
8,"(from 20.35 to 23.88; <span class=""italic"">p</span> = 0.031) However, after receiving DA9301 for 4 weeks, TAS remained stable after tablet computer watching.",0,0,0,0,0,0,0,1,1,1,1
9,"In the control group, TAS changes induced by tablet computer watching were not significant both at baseline and at 4 weeks after receiving placebo.",0,0,0,0,0,0,0,1,1,1,1
10,"Further analysis revealed the scores for “tired eyes” (<span class=""italic"">p</span> = 0.001), “sore/aching eyes” (<span class=""italic"">p</span> = 0.038), “irritated eyes” (<span class=""italic"">p</span> = 0.010), “watery eyes” (<span class=""italic"">p</span> = 0.005), “dry eyes” (<span class=""italic"">p</span> = 0.003), “eye strain” (<span class=""italic"">p</span> = 0.006), “blurred vision” (<span class=""italic"">p</span> = 0.034), and “visual discomfort” (<span class=""italic"">p</span> = 0.018) significantly improved in the DA9301 group.",0,0,0,0,0,0,0,1,1,1,1
11,We found that oral intake of DA9301 (1000 mg/day for 4 weeks) was effective in alleviating asthenopia symptoms induced by tablet computer watching.,0,0,0,0,0,0,0,0,0,0,0
12,"The study is registered at <a href=""http://www.clinicaltrials.gov"">www.clinicaltrials.gov</a> (registration number: NCT02641470, date of registration December 30, 2015).",0,0,0,0,0,0,0,0,0,0,0
13,"Asthenopia or eye strain is defined as nonspecific symptoms of an eye when it is tired from intensive work [<a href=""#CR1"">1</a>].",0,0,0,0,0,0,0,0,0,0,0
14,"The symptoms of asthenopia are diverse and include fatigue, pain, blurred vision and headache.",0,0,0,0,0,0,0,0,0,0,0
