Sentence-ID,Sentence-String,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11
0,The objective was to compare the immediate effects of local cryotherapy (LC) and passive cross-body stretch on the extensibility of the posterior shoulder muscle in individuals with posterior shoulder tightness.,0,0,N,0,N,N,0,N,N,0,N
1,"Eighty-seven healthy subjects with a between-shoulder difference in internal rotation (IR) range of motion (ROM) greater than 10° were randomly divided into three groups: LC group, stretching group, and control group (n = 29 in each group).",0,0,N,0,N,N,0,N,N,0,N
2,Subjects in the LC group received LC on infraspinatus and posterior deltoid muscles and subjects in the stretching group performed passive cross-body stretch.,0,0,N,0,N,N,0,N,N,0,N
3,"Stretch sensation was measured at the end range of passive IR and horizontal adduction (HA) using numerical rating scale, and the pressure pain threshold (PPT) at the infraspinatus and posterior deltoid muscles was measured using pressure algometry.",0,0,N,0,N,N,0,N,N,0,N
4,Passive and active ROM of IR and HA of the glenohumeral joint were measured using an inclinometer.,0,0,N,0,N,N,0,N,N,0,N
5,"All measurements were performed at pre-intervention, post- intervention, and 10-min follow-up.",0,0,N,0,N,N,0,N,N,0,N
6,"Stretch sensation was significantly decreased and PPT was significantly increased in the LC and stretching groups at post-intervention, and these effects were maintained at 10-min follow-up, compared to the control group.",0,0,N,0,N,N,0,N,N,0,N
7,"Both the LC group and stretching group had a significantly greater increase in passive and active ROM of IR and HA, compared to the control group at post-intervention and 10-min follow-up.",0,0,N,0,N,N,0,N,N,0,N
8,"However, there were no significant differences in stretch sensation, PPT, or ROM of IR and HA between the LC group and stretching group.",0,0,N,0,N,N,0,N,N,0,N
9,LC can be used to decrease the stretch sensation and increase PPT and ROM of IR and HA as much as a stretching exercise.,0,0,N,0,N,N,0,N,N,0,N
10,"LC could be an alternative method for increasing the restricted ROM of glenohumeral IR and HA for individuals with posterior shoulder tightness, especially for patients and sports players who have severe stretching discomfort.",0,0,N,0,N,N,0,N,N,0,N
11,Key Points,0,0,N,0,N,N,0,N,N,0,N
12,"Local cryotherapy (LC) decreased the uncomfortable stretch sensation, and increased the pressure pain threshold (PPT) of infraspinatus and posterior deltoid muscles in subjects with posterior shoulder tightness.",0,0,N,0,N,N,0,N,N,0,N
13,"Decreased stretch sensation by LC without passive stretching could improve the passive and active ROM of internal rotation and horizontal adduction in subjects with posterior shoulder tightness, similar to cross-body stretch.",0,0,N,0,N,N,0,N,N,0,N
14,LC can be an alternative method to increase extensibility when individuals with posterior shoulder tightness have high stretch sensitivity and low PPT in the infraspinatus and posterior deltoid muscles.,0,0,N,0,N,N,0,N,N,0,N
15,"Posterior shoulder tightness is a common cause of shoulder impingement syndrome, labral lesions, and rotator cuff tears in clinical rehabilitation and sport activities (Ludewig and Cook, <a href=""#ref19"">2002</a>; Tyler et al., <a href=""#ref30"">2000</a>; Wilk et al., <a href=""#ref34"">2002</a>; <a href=""#ref35"">2005</a>).",0,0,N,0,N,N,0,N,N,0,N
16,"Posterior shoulder tightness is often assessed by measuring the range of motion (ROM) of glenohumeral internal rotation (IR) and horizontal adduction (HA) (Bach and Goldberg, <a href=""#ref2"">2006</a>; McClure et al., <a href=""#ref22"">2007</a>).",0,0,N,0,N,N,0,N,N,0,N
17,"A restricted ROM of IR and HA is caused by tightness of posterior muscles (i.e., infraspinatus and posterior deltoid) and the posterior capsule (Borsa et al., <a href=""#ref5"">2005</a>; Poser and Casonato, <a href=""#ref27"">2008</a>; Yang et al., <a href=""#ref36"">2012</a>).",0,0,N,0,N,N,0,N,N,0,N
18,"Passive cross-body stretch is an effective method for stretching these areas (McClure et al., <a href=""#ref22"">2007</a>).",0,0,N,0,N,N,0,N,N,0,N
19,"Short-term (3- to 8- week) stretching program increases ROM by changing mechanical properties, such as increasing the length of stretched muscle, inducing elongating connective tissue, and increasing the number of sarcomeres in series (McNair et al., <a href=""#ref23"">2001</a>; Taylor et al., <a href=""#ref29"">1995</a>; Reid and McNair, <a href=""#ref28"">2004</a>).",0,0,N,0,N,N,0,N,N,0,N
20,"However, although ROM increases after single stretching session, increased muscle length is transient and some studies have demonstrated that muscle stiffness (passive torque/ angle curve) do not change significantly (Law et al., <a href=""#ref1"">2009</a>; Ben and Harvey, <a href=""#ref3"">2010</a>; BjÃrklund et al., <a href=""#ref4"">2001</a>).",0,0,N,0,N,N,0,N,N,0,N
21,"Increased muscle extensibility after stretching is due to sensory modification, rather than increased muscle length, an idea referred to as sensory theory (Nelson and Bandy, <a href=""#ref25"">2004</a>; Weppler and Magnusson, <a href=""#ref32"">2010</a>).",0,0,N,0,N,N,0,N,N,0,N
22,"Namely, stretching can increase the stretch tolerance at the terminal position of the stretch, resulting in increased muscle extensibility and ROM (Folpp et al., <a href=""#ref13"">2006</a>; de Weijer et al., <a href=""#ref11"">2003</a>; Weppler and Magnusson, <a href=""#ref32"">2010</a>).",0,0,N,0,N,N,0,N,N,0,N
23,"A previous study speculated that local cryotherapy (LC) may help endure the uncomfortable stretch sensation, felt at the final position of the stretch (Brodowicz et al., <a href=""#ref6"">1996</a>).",0,0,N,0,N,N,0,N,N,0,N
24,"Stretching the hamstring with ice on it more effectively improved supine hamstring flexibility than both stretching alone and stretching with heat (Brodowicz et al., <a href=""#ref6"">1996</a>).",0,0,N,0,N,N,0,N,N,0,N
