Sentence-ID,Sentence-String,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11
0,Cataract decreases blue light transmission.,0,0,0,0,0,N,0,0,0,0,0
1,"Because of the selective blue light sensitivity of the retinal ganglion cells governing circadian photoentrainment, cataract may interfere with normal sleep–wake regulation and cause sleep disturbances.",0,0,0,0,0,N,0,0,0,0,0
2,The purpose was to investigate the effect of cataract surgery on circadian photoentrainment and to determine any difference between blue-blocking and neutral intraocular lenses (IOLs).,0,0,0,0,0,N,0,0,0,0,0
3,"The study was a single-center, investigator-driven, double-masked, block-randomized clinical trial.",0,0,0,0,0,N,1,0,0,0,0
4,One eye in 76 patients with bilateral age-related cataract eligible for cataract surgery was included.,0,0,0,0,0,N,0,0,0,0,0
5,Intervention was cataract surgery by phacoemulsification.,1,0,1,1,1,N,0,0,1,0,0
6,Patients were randomized to receive a blue-blocking or neutral IOL.,1,1,1,1,1,N,0,0,1,0,0
7,Primary outcome was activation of intrinsic photosensitive ganglion cells using post-illumination pupil response (PIPR) to blue light from 10 to 30 seconds after light exposure as a surrogate measure.,0,0,0,0,0,N,0,0,0,0,0
8,Secondary outcomes were circadian rhythm analysis using actigraphy and 24-hour salivary melatonin measurements.,0,0,0,0,0,N,0,0,0,0,0
9,"Finally, objective and subjective sleep quality were determined by actigraphy and the Pittsburgh Sleep Quality Index.",0,0,0,0,0,N,0,0,0,0,0
10,The blue light PIPR increased 2 days (17%) and 3 weeks (24%) after surgery (P < 0.001).,1,0,1,1,1,N,0,1,1,1,1
11,The majority of circadian and sleep-specific actigraphy parameters did not change after surgery.,1,0,1,1,1,N,0,1,1,1,1
12,A forward shift of the circadian rhythm by 22 minutes (P = 0.004) for actigraphy and a tendency toward an earlier melatonin onset (P = 0.095) were found.,1,0,1,1,1,N,0,1,1,1,1
13,Peak salivary melatonin concentration increased after surgery (P = 0.037).,0,0,0,0,0,N,0,1,0,1,1
14,"No difference was detected between blue-blocking and neutral IOLs, whereas low preoperative blue light transmission was inversely associated with an increase in PIPR (P = 0.021) and sleep efficiency (P = 0.048).",0,0,0,0,0,N,0,1,0,1,1
15,Cataract surgery increases photoreception by the photosensitive retinal ganglion cells.,0,0,0,0,0,N,0,0,0,0,0
16,"Because of inconsistency between the significant findings and the many parameters that were unchanged, we can conclude that cataract surgery does not adversely affect the circadian rhythm or sleep.",0,0,0,0,0,N,0,0,0,0,0
17,Longer follow-up time and fellow eye surgery may reveal the significance of the subtle changes observed.,0,0,0,0,0,N,0,0,0,0,0
18,"We found no difference between blue-blocking and neutral IOLs, and, because of the minor effect of surgery in itself, an effect of IOL type seems highly unlikely.",0,0,0,0,0,N,0,0,0,0,0
19,ANOVAanalysis of varianceAREDSAge-Related Eye Disease StudyCIconfidence intervalIOLintraocular lensISinterday stabilityIVintraday variabilityL5least active 5-hour intervallogMARlogarithm of the minimum angle of resolutionM10most active 10-hour intervalPIPRpost-illumination pupil responsePSQIPittsburgh Sleep Quality IndexSCNsuprachiasmatic nucleus,0,0,0,0,0,N,0,0,0,0,0
20,Sleep is essential for maintaining health.,0,0,0,0,0,N,0,0,0,0,0
21,"Conversely, sleep disruption and disorders are associated with comorbidities, use of medication, and personal burden,and the consequent daytime sleepiness increases the risk of falling and traffic accidents.Sleep regulation is maintained by a homeostatic process maintaining sleep wakefulness equilibrium and by the circadian rhythm, generated in the suprachiasmatic nucleus (SCN).",0,0,0,0,0,N,0,0,0,0,0
22,"The circadian rhythm relies on daily external cues to entrain to the solar 24-hour day, the principal cue being daylight.",0,0,0,0,0,N,0,0,0,0,0
23,Photoentrainment of the circadian rhythm is in the mammalian retina governed by intrinsically photosensitive ganglion cells via axonal projections to the SCN.,0,0,0,0,0,N,0,0,0,0,0
24,"These cells express melanopsin that absorbs blue light with a peak absorption of approximately 460 to 480 nm; therefore, blue light is important to circadian entrainment.",0,0,0,0,0,N,0,0,0,0,0
25,"In addition, the photosensitive ganglion cells form the afferent part of the pupil light response.",0,0,0,0,0,N,0,0,0,0,0
26,"Because of the characteristics of the intrinsic response and the absorption spectrum of melanopsin, the intrinsic (melanopsin) contribution to the pupil response can be estimated as the post-illumination pupil response (PIPR) to blue light.",0,0,0,0,0,N,0,0,0,0,0
27,"Cataract is an opacification of the lens of the eye characterized by light scattering and absorption, predominantly of blue light.",0,0,0,0,0,N,0,0,0,0,0
28,"Thus, cataract may be associated with a decreased potential for circadian photoentrainment.",0,0,0,0,0,N,0,0,0,0,0
29,"This assumption is supported by previous nonrandomized, questionnaire-based studies that found a beneficial effect of cataract surgery on sleep quality.",0,0,0,0,0,N,0,0,0,0,0
30,"During the past decade, blue light–blocking intraocular lenses (IOLs) mimicking the natural coloring of the human crystalline lens have been introduced.",0,0,0,0,0,N,0,0,0,0,0
31,"It is believed that this may protect the retina from phototoxic blue light, possibly contributing to the development of age-related macular degeneration.Although the visual function is comparable to neutral IOLs, the increased absorption of blue light, vital to circadian photoentrainment, has led to concern that the blue-blocking IOLs may interfere with the circadian rhythm.",0,0,0,0,0,N,0,0,0,0,0
32,The aim of this study was to evaluate the effect of cataract surgery on circadian photoentrainment and sleep.,0,0,0,0,0,N,0,0,0,0,0
33,"Second, the effect of the blue light transmission characteristics of the implanted IOL was tested in a randomized study.",0,0,0,0,0,N,0,0,0,0,0
34,Objective measures for intrinsic photosensitive retinal ganglion cell activation were estimated using pupillometry.,0,0,0,0,0,N,0,0,0,0,0
35,Effects on the circadian rhythm were evaluated by actigraphy and salivary melatonin concentration measurements.,0,0,0,0,0,N,0,0,0,0,0
36,Sleep quality was determined using sleep quality–specific actigraphy parameters and by validated questionnaires.,0,0,0,0,0,N,0,0,0,0,0
37,"The study was a double-masked, block-randomized clinical trial designed to investigate the effect of cataract and the effect of blue-blocking versus neutral IOLs on circadian photoentrainment.",0,0,0,0,0,N,1,0,0,0,0
38,"Participants were recruited from among patients who were referred for cataract surgery to the Department of Ophthalmology, Rigshospitalet–Glostrup, Denmark.",0,0,0,0,0,N,0,0,0,0,0
39,Inclusion criteria were all patients who were referred for bilateral senile cataract eligible for cataract surgery and informed written consent.,0,0,0,0,0,N,0,0,0,0,0
40,"Only the first eye was included in the study, that is, the eye with the lowest visual acuity according to the department's guidelines.",0,0,0,0,0,N,0,0,0,0,0
41,"Exclusion criteria were any ophthalmological disease with an expected effect on the retina, optic disc, or cornea, including advanced age-related macular degeneration, glaucoma, diabetic retinopathy, corneal dystrophy, ocular trauma, and recurrent uveitis.",0,0,0,0,0,N,0,0,0,0,0
42,"Furthermore, patients with severe systemic disease, including diabetes, cancer of any kind, and known sleep disturbances, were excluded.",0,0,0,0,0,N,0,0,0,0,0
43,"Preoperative and postoperative complications with an impact on visual acuity, including ruptured capsule, nucleus drop, and postoperative corneal edema, led to exclusion.",0,0,0,0,0,N,0,0,0,0,0
44,"Informed written consent was obtained, and the study was approved by the Committee on Health Research Ethics, the Capital Region of Denmark (H-4-2011-121), registered at clinicaltrials.gov (NCT01686308), and was conducted in accordance with the Declaration of Helsinki.",0,0,0,0,0,N,0,0,0,0,0
45,"Randomization was performed on the day of the surgery using automated, computerized block-randomization lists with a 1:1 allocation ratio and a block size of 9.",0,0,0,0,0,N,1,0,0,0,0
46,The participants were masked to IOL type.,0,0,0,0,0,N,1,0,0,0,0
47,"Because of the different colors of the blue-blocking and neutral IOLs, it was not possible to keep the investigator masked to IOL type.",0,0,0,0,0,N,1,0,0,0,0
48,"Instead, statistical analyses were performed after a complete re-masking of the data post hoc.",0,0,0,0,0,N,0,0,0,0,0
49,Masking was not broken before all statistical analyses had been performed.,0,0,0,0,0,N,0,0,0,0,0
50,Intervention was standard minimal incision phacoemulsification with topical anesthesia without retrobulbar anesthesia.,0,0,0,0,0,N,0,0,0,0,0
51,"A posterior chamber IOL was placed “in the bag.” The implanted IOL was a neutral ultraviolet-only blocking IOL (AMO ZCB00; Abbott Medical Optics, Santa Ana, CA) transmitting approximately 95% at 480 nm or a blue-blocking IOL (Acrysof SN60WF; Alcon, Fort Worth, TX) transmitting approximately 80% at 480 nm.",0,0,0,0,0,N,0,0,0,0,0
52,"The chosen yellow IOL is popular worldwide, and although more absorbent IOLs exist, it has a transmission spectrum representative of the most common blue-blocking IOLs.",0,0,0,0,0,N,0,0,0,0,0
53,The fellow eye was operated after the visit at 3 weeks postoperatively.,0,0,0,0,0,N,0,0,0,0,0
54,All surgeries were performed around spring and fall equinoxes by 2 highly experienced surgeons (B.H.,0,0,0,0,0,N,0,0,0,0,0
55,"Snellen best-corrected distance visual acuity with subsequent logarithm of the minimum angle of resolution (logMAR) conversion and refraction followed by slit-lamp biomicroscopy, fundoscopy, and Goldmann applanation tonometry were performed at all visits.",0,0,0,0,0,N,0,0,0,0,0
56,"The retina was scanned with spectral domain optical coherence tomography (Heidelberg SD-OCT; Heidelberg Engineering, Heidelberg, Germany), and infrared fundus photographs were taken at baseline and after 3 weeks.",0,0,0,0,0,N,0,0,0,0,0
57,All subjects were examined by the same physician (A.E.B.,0,0,0,0,0,N,0,0,0,0,0
58,"Circadian type was determined before surgery using the Danish version of the Morningness-Eveningness Questionnaire, and the sum score was evaluated.",0,0,0,0,0,N,0,0,0,0,0
59,"Higher values represent morning circadian type, and lower values represent evening type.",0,0,0,0,0,N,0,0,0,0,0
60,Blue Light Transmission and Cataract Grading,0,0,0,0,0,N,0,0,0,0,0
61,The degree and type of cataract were determined before surgery using the Age-Related Eye Disease Study (AREDS) 2008 clinical lens grading protocol.,0,0,0,0,0,N,0,0,0,0,0
62,Blue light lens transmission was measured objectively with a lens autofluorescence–based method estimating the lens transmission at 480 nm.,0,0,0,0,0,N,0,0,0,0,0
63,Intrinsic Photosensitive Retinal Ganglion Cell Activation by Blue Light,0,0,0,0,0,N,0,0,0,0,0
64,Photosensitive retinal ganglion cell activation by blue light was estimated using the PIPR as a surrogate measure.,0,0,0,0,0,N,0,0,0,0,0
