Sentence-ID,Sentence-String,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Section
0,This study was undertaken to compare the quality of life (QoL) in women with early stage endometrial cancer treated with 2 different surgical approaches.,0,0,0,0,0,0,0,0,0,0,0,Objective
1,Eighty-four women with clinical stage I endometrial cancer were enrolled in a prospective randomized controlled trial design and treated with laparoscopic or laparotomic approach.,0,0,0,0,0,0,0,0,0,0,0,Study design
2,Another 40 women matched for demographic characteristics were studied as controls.,0,0,0,1,0,0,0,0,0,0,0,
3,"In patients, before and after surgery, and in their matched controls, QoL was evaluated by using the Short-Form Healthy Survey (SF-36) and the climacteric symptoms using the Kupperman Index (KI).",0,0,0,0,0,0,0,0,0,0,0,
4,"After randomization, no difference was detected in data recorded between the groups.",0,0,0,0,0,0,0,0,0,0,0,Results
5,"At entry, QoL was similar in both treatment groups but significantly (P < .05) worse in comparison with controls.",0,0,0,0,0,0,0,0,0,0,0,
6,"Throughout the study, QoL was significantly (P < .05) higher in laparoscopic group versus laparotomic group.",0,0,0,0,0,0,0,0,0,0,0,
7,After KI adjustment our data did not change.,0,0,0,0,0,0,0,0,0,0,0,
8,"In early stage endometrial cancer, the laparoscopic approach provides significant benefits compared with laparotomy in terms of QoL.",0,0,0,0,0,0,0,0,0,0,0,Conclusion
9,Adenocarcinoma of the endometrium is the most common malignancy of the female genital tract.,0,0,0,0,0,0,0,0,0,0,0,
10,"In approximately 75% of cases, at diagnosis, the cancer is clinically confined to the uterus and is referred to as early stage endometrial cancer.1 The majority of women with early stage endometrial cancer are treated with total abdominal hysterectomy, bilateral salpingo-oophorectomy (BSO), peritoneal washing, and pelvic lymphadenectomy eventually extended to para-aortic sites.1",0,0,0,0,0,0,0,0,0,0,0,
11,"Several authors have used a laparoscopic approach on women with early stage endometrial carcinoma obtaining excellent results with costs similar to traditional surgery.24 Many significant advantages of laparoscopy over laparotomy have been demonstrated: smaller incision, better visibility of the operative field, minimal intraoperative blood loss, and less postoperative pain, quicker recovery time, shorter hospital stay, and an earlier return to work.",0,0,0,0,0,0,0,0,0,0,0,
12,"In addition, laparoscopy has also shown to be safe in obese and elderly11 patients with endometrial cancer.",0,0,0,0,0,0,0,0,0,0,0,
13,"To date, the studies evaluating the effect of the laparoscopic approach on the survival of women with endometrial carcinoma are very few.",0,0,0,0,0,0,0,0,0,0,0,
14,Four retrospective analyses of surviva have shown that the laparoscopic and laparotomic approaches to treatment of early stage endometrial cancer are similar in terms of estimated recurrence-free and overall survival rates after 2 and 5 years follow-up.,0,0,0,0,0,0,0,0,0,0,0,
15,These data have been confirmed in 2 prospective controlled studies.,0,0,0,0,0,0,0,0,0,0,0,
16,"Unfortunately, prospective data on a wider sample and on a longer follow-up are lacking.",0,0,0,0,0,0,0,0,0,0,0,
17,"Though quality of life (QoL) assessment has become an essential element in the evaluation of therapeutic interventions in several conditions, scarce data are available on this issue regarding the surgical treatment of the endometrial cancer.",0,0,0,0,0,0,0,0,0,0,0,
18,"On the basis of this consideration, a current randomized controlled trial (RCT) was performed to compare the influence of laparoscopic and laparotomic approaches on QoL in women with early stage endometrial carcinoma.",0,0,0,0,0,0,0,0,0,0,0,
19,The procedures used in this study were in accordance with the guidelines of the Helsinki Declaration on human experimentation.,0,0,0,0,0,0,0,0,0,0,0,Materials and methods
20,The study was approved by the Institutional Review Board (IRB).,0,0,0,0,0,0,0,0,0,0,0,
21,"Before entering the study, the purpose of the protocol was explained to the patients and their written consent obtained.",0,0,0,0,0,0,0,0,0,0,0,
22,Protocol and surgical treatment,0,0,0,0,0,0,0,0,0,0,0,
23,"Between March 2001 and December 2003, 138 women with early stage endometrial cancer, ie, stage I according to International Federation of Gynecology and Obstetrics (FIGO) classification, were assessed for eligibility at the Department of Obstetrics and Gynecology of the University “Magna Graecia” of Catanzaro, Italy.",1,0,0,0,0,0,0,0,0,0,0,
24,"Exclusion criteria were as follows: other premalignancies or malignancies, major medical conditions, psychiatric disorders, current or past history of acute or chronic physical illness, premenstrual syndrome (PMS), current or past (within 6 months from study enrollment) use of drugs influencing cognition, vigilance, and/or mood.",1,0,0,0,0,0,0,0,0,0,0,
25,"At entry, each patient underwent a gynecologic and rectal examination, Papanicolau smear test, ultrasonographic and hysteroscopic assessment with endometrial biopsy, liver ultrasonography, chest radiograph, and computerized tomography (CT).",0,0,0,0,0,0,0,0,0,0,0,
26,"Age, parity, and body mass index (BMI), menopausal, socio/economic and work status, together with QoL, previous major surgical laparotomies, and associated medical conditions were also carefully assessed.",0,0,0,1,0,0,0,0,0,0,0,
27,All eligible patients were randomly assigned in single blocks into a single-blind controlled study design with the use of a computer-generated randomization list.,0,1,0,0,0,0,0,0,0,0,0,
28,The subjects were assigned to 1 of the 2 surgical treatment groups.,0,0,0,0,0,0,0,0,0,0,0,
29,"Forty-two patients were treated with a laparoscopic approach (laparoscopic group), whereas the other 42 patients were treated with a laparotomic approach (laparotomic group).",0,0,0,0,0,0,0,0,0,0,0,
30,"All surgical procedures consisted of total hysterectomy, BSO, peritoneal washing, and systematic inspection of intraperitoneal cavity with biopsy of each suspected lesion.",0,0,0,0,0,0,0,0,0,0,0,
31,In all cases a pelvic lymphadenectomy was performed and the removed nodes were sent for intraoperative histologic (frozen-section) examination.,0,0,0,0,0,0,0,0,0,0,0,
32,"The pelvic lymphadenectomy was performed by removing the lymphatic tissue overlying the external, internal, common iliac veins and arteries, and the fossa obturatoria above the obturator nerve.",0,0,0,0,0,0,0,0,0,0,0,
33,Para-aortic lymph nodes were also removed whether metastases to pelvic nodes were detected.,0,0,0,0,0,0,0,0,0,0,0,
34,"The para-aortic lymphadenectomy was performed by removing the lymphatic tissue overlying the right upper common iliac artery, aorta, and vena cava to a level just below the renal vein.",0,0,0,0,0,0,0,0,0,0,0,
35,"When a serous papillary carcinoma was detected, an omentectomy was also performed.",0,0,0,0,0,0,0,0,0,0,0,
36,"In the laparoscopic group, a vaginal-assisted laparoscopic hysterectomy (VALH) was performed.",0,0,0,0,0,0,0,0,0,0,0,
37,"In the laparotomic group, abdominal access was obtained though a vertical midline skin incision and the hysterectomy consisted of an extrafascial total hysterectomy.",0,0,0,0,0,0,0,0,0,0,0,
38,Surgical procedures were performed by the same experienced operator.,0,0,0,0,0,0,0,0,0,0,0,
39,"Laparoscopic access was obtained with a 10-mm trocar through the umbilicus for video laparoscope, 2 lateral 5-mm ancillary ports at the level of the superior iliac crest just lateral to the inferior epigastric vessels for the instruments, and 1 midline 10-mm trocar just above the symphysis for the node extraction.",0,0,0,0,0,0,0,0,0,0,0,
40,"Immediately before surgery, each patient received intravenously 2 g of cephalosporin (Curoxim 2, GlaxoSmithKline S.p.A., Verona, Italy) as antibiotic prophylaxis; a same dose was repeated after the first 2 hours of intervention.",0,0,0,0,0,0,0,0,0,0,0,
41,"Twenty-four hours before and 12 hours after surgery (at 24-hours intervals) a subcutaneous small-molecular-weight heparin (Clexane 0.4, Aventis S.p.A., Cusano Milanino, Milan, Italy) was administered for thrombosis prophylaxis.",0,0,0,0,0,0,0,0,0,0,0,
42,"For each surgical intervention, duration of surgical procedures, number of lymph nodules excised, intraoperative blood loss, amount of blood transfusion, and intraoperative complications were recorded.",0,0,0,0,0,0,0,0,0,0,0,
43,"Intraoperative complications were defined as bowel, bladder, uretheral or vascular injuries, and estimated blood loss exceeding 500 mL.",0,0,0,0,0,0,0,0,0,0,0,
44,Criteria for transfusion were an intraoperative blood loss equal or higher than 1500 mL and/or a variation of hemoglobin (Δ Hb) levels equal or higher than 4 mmol/L in a double assay performed 3 hours form surgery.,1,0,0,0,0,0,0,0,0,0,0,
45,"In the first 24 hours after surgery, all patients received intravenous analgesics.",0,0,0,0,0,0,0,0,0,0,0,
46,"Pain control consisted of tramadol (Prontalgin, GiEnne Pharma S.p.A., Milan, Italy) administered intravenously at a dose of 100 mg immediately after surgery, followed by patient-controlled analgesia (PCA) consisting in tramadol 200 mg (2 vials) in 500 mL of saline solution.",0,0,0,0,0,0,0,0,0,0,0,
47,The number of vials for pain control used during the hospital stay was recorded.,0,0,0,0,0,0,0,0,0,0,0,
48,"At the end of the surgical procedure, the postoperative pain was also evaluated by using a visual analogue scale (VAS), and pain severity was expressed as a score ranging from 0 to 10.",0,0,0,0,0,0,0,0,0,0,0,
49,"Specifically, postoperative pain was assessed in each group every 3 hours for the first 12 hours after surgery, 24 and 48 hours after surgery, and before hospital discharge.",0,0,0,0,0,0,0,0,0,0,0,
50,The morning after surgery patients were allowed to eat and drink and could ambulate as soon as they felt comfortable.,0,0,0,0,0,0,0,0,0,0,0,
51,The urinary catheter was removed the morning after surgery.,0,0,0,0,0,0,0,0,0,0,0,
52,"Twenty-four hours after surgery, a blood sample was taken from each patient and Δ Hb levels were calculated.",0,0,0,0,0,0,0,0,0,0,0,
53,"Postoperative complications, hospital stay, and time needed to return to full activity and/or work were also recorded in both groups.",0,0,0,0,0,0,0,0,0,0,0,
54,"Postoperative complications were defined as adverse events occurring within 30 days from surgery as a result of the operations and were considered major if they resulted in unplanned readmission, blood transfusion, or secondary surgical procedure.",0,0,0,0,0,0,0,0,0,0,0,
55,"Another 40 women, matched for demographic characteristic with patients, were enrolled in the present protocol-study as controls (control group).",0,0,0,1,0,0,0,0,0,0,0,QoL assessment
56,"Women with premalignancies or malignancies, with current or past physical and/or psychiatric disorder and/or PMS, and/or users of drugs influencing cognition, vigilance, and/or mood were excluded.",0,0,0,0,0,0,0,0,0,0,0,
57,"At baseline, 1, 3, and 6 months from surgery, QoL and climacteric symptoms were assessed in each patient and control subject.",0,0,0,1,0,0,0,0,0,0,0,
58,The climacteric symptoms were evaluated with the Kupperman Index (KI).,0,0,0,0,0,0,0,0,0,0,0,
59,"KI (score range, 0-51) assesses 11 symptoms: vasomotor symptoms, paresthesia, insomnia, nervousness, melancholia, vertigo, weakness, arthralgia and myalgia, headache, palpitations, and formication.",0,0,0,0,0,0,0,0,0,0,0,
60,QoL was studied by using the Italian version of the Short-Form Healthy Survey (SF-36).,0,0,0,0,0,0,0,0,0,0,0,
61,"SF-36 is a well-validated generic measure of QoL (score range, 0-100; higher scores indicating better quality of life) and consists of 8 domains: physical functioning (10 items), physical role functioning (4 items), body pain (2 items), general health perceptions (5 items), vitality (4 items), social function (2 items), emotional role function (3 items), and mental health (5 items).",0,0,0,0,0,0,0,0,0,0,0,
62,The primary endpoint of our study was the QoL assessment.,0,0,0,0,0,0,0,0,0,0,0,Statistical analysis
63,A prestudy power analysis was not feasible because of a lack of specific and previous data in literature.,0,0,0,0,0,0,0,0,0,1,0,
64,Unpaired Student t test for independent groups of data was used to compare age and BMI.,0,0,0,1,0,0,0,0,0,0,0,
65,"The Mann-Whitney U test was used to compare parity, global operative time, intraoperative blood loss, total blood loss, vials for pain control used, hospital stay, and time length needed to return to full activity and/or work.",0,0,0,0,0,0,0,0,0,0,0,
66,"Fisher exact test was used to compare, between treatment groups, the proportion of women with previous major abdominal surgery, medical conditions, different menopausal state, type of work, socioeconomic status, different pathologic diagnosis, and incidence of intraoperative and postoperative complications.",0,0,0,0,0,0,0,0,0,0,0,
67,Analysis of the covariance (ANCOVA) was used to evaluate differences adjusted for baseline values between and within groups in KI and SF-36 scores.,0,0,0,1,0,0,0,0,0,1,0,
68,"The differences, between and within groups, in KI and in SF-36 were also studied by repeated analysis of variance (ANOVA) measures by using a post-hoc t test to compare individual domains of interest.",0,0,0,0,0,0,0,0,0,1,1,
69,"The analysis of QoL data was performed after adjustment for KI score, as dependent variable.",0,0,0,0,0,0,0,0,0,1,0,
70,Stepwise multiple linear regression analysis was also performed to separately test KI against the independent variable SF-36 scores.,0,0,0,0,0,0,0,0,0,1,0,
71,"Statistical analysis was performed with the SPSS 11.0 (SPSS Inc, Chicago, Ill) package.",0,0,0,0,0,0,0,0,0,1,0,
