Sentence-ID,Sentence-String,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Section
0,"Prospective assessment of the efficacy and tolerability of intra-articular sodium hyaluronate (SH; Ostenil®mini) and triamcinolone acetonide (TA; Volon® A10) for treatment of osteoarthritis (OA) of the carpometacarpal (CMC) joint of the thumb in a 26-week, controlled, randomized, on an intention to treat, masked-observer study.",0,0,0,0,0,0,0,0,1,0,0,Objective
1,Patients were treated with three intra-articular injections of either SH (n = 28) or TA (n = 28).,0,0,0,0,0,0,0,0,0,0,0,Methods
2,"Primary assessments were pain according to a 100 mm visual analogue scale and extensive clinical and functional parameters such as swelling, grip power and range of motion.",0,0,0,0,0,0,0,0,0,0,0,
3,The population was analysed using one- and two-sided Mann–Whitney (MW) estimators.,0,0,0,0,0,0,0,0,0,0,0,
4,Maximum pain relief occurred at 2–3 weeks for TA and at week 26 for SH after the first intra-articular injection.,0,0,0,0,0,0,0,0,0,0,0,Results
5,At weeks 2–3 TA was significantly better than SH (MW: 0.3319 and 0.3063; P = 0.9827 and 0.9929).,0,0,0,0,0,0,0,0,0,0,0,
6,At week 26 a slight superiority of SH could be observed (MW: 0.53; P = 0.3624) and non-inferiority could be proven.,0,0,0,0,0,0,0,0,0,0,0,
7,After 26 weeks lateral pinch power was significantly better in the SH-group (MW: 0.6331; P = 0.0226).,0,0,0,0,0,0,0,0,0,0,0,
8,"In all, 88.0% of patients treated with SH and 79.1% of the TA-group described pain improvement after 26 weeks.",0,0,0,0,0,0,0,0,0,0,0,
9,Both agents were well tolerated.,0,0,0,0,0,0,0,0,0,0,0,
10,No adverse events with causal connection to the investigational products occurred.,0,0,0,0,0,0,0,0,0,0,0,
11,A single course of three SH injections is effective in relieving pain and improving joint function in patients with OA of the CMC joint of the thumb.,0,0,0,0,0,0,0,0,0,0,0,Conclusion
12,"Although in comparison with triamcinolone its effects are achieved more slowly, the results indicate a superior long-lasting effect of hyaluronan at 6 months after end of treatment period.",0,0,0,0,0,0,0,0,0,0,0,
13,The age-adjusted prevalence of radiographic osteoarthritis (OA) of the carpometacarpal (CMC) joint of the thumb has been reported to be 7% for men and 15% for women.,0,0,0,0,0,0,0,0,0,0,0,Introduction
14,Among postmenopausal women the radiological prevalence is as high as 33%.,0,0,0,0,0,0,0,0,0,0,0,
15,Another study showed that in elderly white male individuals 2% of the right and 3% of the left thumbs are affected by symptomatic OA whereas it is found in 5% of both sides among women.,0,0,0,0,0,0,0,0,0,0,0,
16,By some authors OA of the thumb is considered to be an indicator for a general predisposition towards OA in weight bearing joints.,0,0,0,0,0,0,0,0,0,0,0,
17,Thumb CMC OA is common but does not necessarily lead to disability1.,0,0,0,0,0,0,0,0,0,0,0,
18,"Therefore, it is likely to be underdiagnosed in clinical practice.",0,0,0,0,0,0,0,0,0,0,0,
19,"There is a close association between thumb CMC OA and adipositas, which seems to be due to both the mechanical and systemic metabolic impact of obesity.",0,0,0,0,0,0,0,0,0,0,0,
20,"The symptoms are described to be such as pain, swelling, instability, deformity and loss of motion.",0,0,0,0,0,0,0,0,0,0,0,
21,Common clinical tests to assess the severity of thumb CMC OA are pulp pinch power and pain as well as lateral pinch power and pain.,0,0,0,0,0,0,0,0,0,0,0,
22,Thumb CMC OA is classified radiologically after Kellgren 0–4 or Eaton and Glickel I–IV.,0,0,0,0,0,0,0,0,0,0,0,
23,Severe disabling forms of thumb metacarpal OA are frequently treated surgically.,0,0,0,0,0,0,0,0,0,0,0,
24,Among numerous procedures the choice is between trapeziometacarpal arthrodesis and trapezial excision with ligament reconstruction and tendon interposition.,0,0,0,0,0,0,0,0,0,0,0,
25,"Both procedures had similar results with regard to pain, function and satisfaction in a recent study, though some authors claim to reserve arthrodesis for posttraumatic arthritis in young patients.",0,0,0,0,0,0,0,0,0,0,0,
26,"Although there exist effective operative techniques, conservative approaches are reported to be of high benefit.",0,0,0,0,0,0,0,0,0,0,0,
27,"Technical accessories, splints, nonsteroidal anti-inflammatory drugs and extensive advice on how to accommodate activities of daily living find their application.",0,0,0,0,0,0,0,0,0,0,0,
28,One group denied clinical benefit from intra-articular steroid injection into the thumb CMC joint.,0,0,0,0,0,0,0,0,0,0,0,
29,"Its treatment with intra-articular injection of hyaluronic acid has not been described, yet.",0,0,0,0,0,0,0,0,0,0,0,
30,In synovial fluid hyaluronic acid contributes to the joint homeostasis as one of its primarily critical components.,0,0,0,0,0,0,0,0,0,0,0,
31,"It was shown that in osteoarthritic joints, both the concentration and the molecular weight of intra-articular hyaluronic acid are decreased by depolymerisation.",0,0,0,0,0,0,0,0,0,0,0,
32,This leads to a reduction of viscoelasticity of the synovial fluid.,0,0,0,0,0,0,0,0,0,0,0,
33,Several groups started trials on knee joints with the intention to supplement the emptied hyaluronan stores by intra-articular injections.,0,0,0,0,0,0,0,0,1,0,0,
34,"It was found that such injections can augment the flow of synovial fluid, normalize the synthesis and inhibit the degradation of endogenous hyaluronic acid, and relieve joint pain.",0,0,0,0,0,0,0,0,0,0,0,
35,"Although some authors showed a lack of efficacy of hyaluronan injection, a recent meta-analysis confirms its efficacy and safety for the treatment in OA of the knee.",0,0,0,0,0,0,0,0,0,0,0,
36,Another meta-analysis ascribes only small effects to intra-articular hyaluronic acid.,0,0,0,0,0,0,0,0,0,0,0,
37,"Preliminary results of joints other than the knee, such as shoulder, hand, hip, temporomandibular joint, spine, foot, and ankle, have been promising and partially confirmed results of treatment of OA of the knee.",0,0,0,0,0,0,0,0,0,0,0,
38,This study's intention was to determine the effects of intra-articular hyaluronic injections into the osteoarthritic CMC joint of the thumb in comparison with the corticosteroid triamcinolone.,0,0,0,0,0,0,0,0,1,0,0,
39,"Patients, materials and methods",0,0,0,0,0,0,0,0,0,0,0,
40,"This randomized, prospective, active-controlled, masked-observer study was based on an intention to treat.",0,0,0,0,0,0,0,0,1,0,0,Study site and study's period
41,The clinical trial was approved by the local ethics committee and follows the Declaration of Helsinki principles.,0,0,0,0,0,0,0,0,0,0,0,
42,"Patients, who had given informed consent, were seen by the main investigators, two orthopaedic surgeons in two centres in the period between August 2001 and December 2003.",0,0,0,0,0,0,0,0,0,0,0,
43,Patients fulfilling the inclusion criteria and sparing reasons for exclusion were enrolled into the study until the number of 28 patients in each group was achieved.,1,0,0,0,0,0,0,0,0,0,0,
44,They were treated either with the hyaluronic acid containing compound (Ostenil®mini) or the corticosteroid triamcinolone (Volon® A10).,0,0,0,0,0,0,0,0,0,0,0,
45,Seven visits were scheduled in total.,0,0,0,0,0,0,0,0,0,0,0,
46,"Patients were seen weekly for the first five appointments, administering the intra-articular injections within meetings 2–4.",0,0,0,0,0,0,0,0,0,0,0,
47,No anaesthetic was administered prior to injection.,0,0,0,0,0,0,0,0,0,0,0,
48,"During visit 1, patients were checked for exclusion criteria and a wash-out period of analgesics other than paracetamol was initiated.",1,0,0,0,0,0,0,0,0,0,0,
49,"Patients were assessed 3, 14 and 26 weeks after application of the first injection.",0,0,0,0,0,0,0,0,0,0,0,
50,Assessment was conducted by two masked observers unknowing the outcome of the patients' randomization.,0,1,0,0,0,0,0,0,0,0,0,
51,The main investigators and observers had received special training in clinical assessment.,0,0,0,0,0,0,0,0,0,0,0,
52,Baseline assessment was performed before injection.,0,0,0,1,0,0,0,0,0,0,0,
53,"No additional punctures were permitted, when entered the study protocol.",0,0,0,0,0,0,0,0,0,0,0,
