Sentence-ID,Sentence-String,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Section
0,Dry eye disease (DED) is one of the most common complications following refractive surgery.,0,0,0,0,0,0,0,0,0,0,0,Background
1,Evaluate the efficacy of an osmoprotective eye drop (Optive®) for the management of induced DED in refractive surgery patients.,0,0,0,0,0,0,0,0,0,0,0,Purpose
2,Double-masked randomised controlled trial.,0,0,0,0,0,0,0,0,0,0,0,Design
3,"Twenty-two refractive surgery patients oriented to apply FreshTears (FT; <span class=""italic"">n</span> = 13) or Optive (Op; <span class=""italic"">n</span> = 9), topically, QID, for 3 months.",0,0,0,0,0,0,0,0,0,0,0,Methods
4,"Eye exams were performed before surgery (T0) and 1-month (T1) and 3-month (T3) follow-up and consisted of tear film osmolarity, Schirmer 1 test, tear film breakup time (TBUT), fluorescein staining, and ocular surface disease index (OSDI) and patient symptoms questionnaires.",0,0,0,0,0,0,0,0,0,0,0,
5,Pain and osmolarity.,0,0,0,0,0,0,0,0,0,0,0,Main Outcome Measures
6,"Pain increased significantly for FT at T3 (<span class=""italic"">p</span> &lt; 0.05).",0,0,0,0,0,0,0,0,0,0,0,Results
7,"A reduction in osmolarity was observed at T1 and T3 for Op group (<span class=""italic"">p</span> &lt; 0.01) and at T3 for FT group (<span class=""italic"">p</span> &lt; 0.05).",0,0,0,0,0,0,0,0,0,0,0,
8,"TBUT showed a decrease between T0 and T1 for FT (<span class=""italic"">p</span> &lt; 0.05).",0,0,0,0,0,0,0,0,0,0,0,
9,Schirmer 1 values increased significantly for Op in T1.,0,0,0,0,0,0,0,0,0,0,0,
10,"Op was superior to FT in regard to pain, osmolarity, TBUT, and Schirmer 1.",0,0,0,0,0,0,0,0,0,0,0,Conclusions
11,"Osmoprotectant solutes, such as L-carnitine, could attenuate inflammation and secondary DED.",0,0,0,0,0,0,0,0,0,0,0,
12,Osmoprotective lubricants can be effectively applied for the prevention of refractive surgery-related dry eye symptoms and signs.,0,0,0,0,0,0,0,0,0,0,0,
13,"Dry eye disease (DED) is a complex and multifactorial disease, which is reported as a complication in 40 to 60% of refractive surgery patients [<a href=""#B1"">1</a>–<a href=""#B3"">3</a>].",0,0,0,0,0,0,0,0,0,0,0,1. Introduction
14,"Reduced corneal sensation was proposed as the basis of reduced blinking and tear secretion after laser-assisted in situ keratomileusis (LASIK) surgery, and both can contribute to a state of aqueous deficiency [<a href=""#B4"">4</a>].",0,0,0,0,0,0,0,0,0,0,0,
15,"Additionally, it was proposed that such symptomatic condition is due to disruption of trophic sensory input to the denervated region.",0,0,0,0,0,0,0,0,0,0,0,
16,"This was denominated LASIK-induced neuroepitheliopathy (LINE) [<a href=""#B5"">5</a>].",0,0,0,0,0,0,0,0,0,0,0,
17,"A similar situation may occur subsequent to photorefractive keratectomy (PRK) [<a href=""#B6"">6</a>].",0,0,0,0,0,0,0,0,0,0,0,
18,"Postoperative discomfort has been described as a drawback of PRK, hence requiring pain and discomfort management with topical NSAIDs, gabapentin, oxycodone and acetaminophen, diclofenac, or others [<a href=""#B7"">7</a>].",0,0,0,0,0,0,0,0,0,0,0,
19,"The use of nonpreserved artificial tears and other lubricants has been suggested as useful for the treatment of dry eye symptoms and for reducing the impact on goblet cell density after LASIK [<a href=""#B8"">8</a>].",0,0,0,0,0,0,0,0,0,0,0,
20,"The few studies that to date have investigated tear osmolarity after LASIK have found that osmolarity drops immediately after surgery and increases significantly and remains markedly higher for at least 6 months [<a href=""#B9"">9</a>–<a href=""#B11"">11</a>].",0,0,0,0,0,0,0,0,0,0,0,
21,"Tear film hyperosmolarity activates MAP kinases and NF-<span class=""italic"">κ</span>B signalling pathways in ocular surface epithelial cells [<a href=""#B12"">12</a>, <a href=""#B13"">13</a>] and the generation of inflammatory cytokines [<a href=""#B14"">14</a>].",0,0,0,0,0,0,0,0,0,0,0,
22,"Therefore, the purpose of this study was to verify the therapeutical effect of an osmoprotective eye drop (Optive) for the management of induced aqueous deficient DED in patients subjected to refractive surgery.",0,0,0,0,0,0,0,0,0,0,0,
23,"This research protocol was approved according to the Ethics Committee in Research, UNIFESP, under number 1346/08 and registered at <a href=""http://ClinicalTrials.gov"">http://ClinicalTrials.gov</a> (ID number <a href=""http://https://clinicaltrials.gov/ct2/show/NCT01741987?term=NCT01741987&amp;rank=1"">NCT01741987</a>).",0,0,0,0,0,0,0,0,0,0,0,2. Patients and Methods
24,The visits were established before surgery (T0) and 1-month (T1) and 3-month (T3) posttreatment with osmoprotective and nonosmoprotective lubricants.,0,0,0,0,0,0,0,0,0,0,0,
25,"Twenty-two patients were selected from the Refractive Surgery Department, UNIFESP, who were referred for bilateral LASIK (11 patients) or PRK (11 patients).",0,0,0,0,0,0,0,0,0,0,0,
26,"Patient number was calculated by previous pilot study with pain as the primary outcome, in which 100% Op patients reported improvement after 3 months.",0,0,0,0,0,0,0,0,0,0,0,
27,LASIK flap insertion position was superior and performed with Moria™ microkeratome.,0,0,0,0,0,0,0,0,0,0,0,
28,"The flap was 9 mm in diameter and 130 <span class=""italic"">μ</span>m thick.",0,0,0,0,0,0,0,0,0,0,0,
29,"The refractive surgery applied excimer argon fluoride laser (193 nm) (LADAR Vision 4000, Alcon).",0,0,0,0,0,0,0,0,0,0,0,
30,A suspension of topical steroid and antibiotic (moxifloxacin 0.5% and dexamethasone phosphate 0.1%) was prescribed postoperatively for patients QID for 1 week (LASIK) and 2 weeks (PRK).,0,0,0,0,0,0,0,0,0,0,0,
31,"Consecutively, thirteen patients were randomised by an online random allocation tool to receive topical administration QID of FreshTears (FT, Allergan Inc.) (6 LASIK and 7 PRK) while nine patients were given topical administration QID of Optive (Op, Allergan Inc.) (5 LASIK and 4 PRK).",0,1,1,0,0,0,0,0,0,0,0,
32,"Labels were removed, and both drops were repackaged in dark plastic bags in order to mask the brands to patients and principal investigator.",0,0,0,0,1,1,1,0,0,0,0,
33,"Optive contains sodium carboxymethylcellulose (CMC), glycerine, erythritol, and stabilised sodium chlorite complex (Purite™).",0,0,0,0,0,0,0,0,0,0,0,
