Sentence-ID,Sentence-String,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Section
0,To determine the prevalence of plateau iris in a cohort of primary angle closure suspects (PACSs) using ultrasound biomicroscopy (UBM).,0,0,0,0,0,0,0,0,0,0,0,Purpose
1,Cross-sectional observational study.,0,0,0,0,0,0,0,0,0,0,0,Design
2,Subjects over the age of 50 years diagnosed as PACSs.,0,0,0,1,0,0,0,0,0,0,0,Participants
3,Subjects were randomized to undergo laser peripheral iridotomy (LPI) in one eye.,0,1,0,0,0,0,0,0,0,0,0,Intervention
4,Ultrasound biomicroscopy was performed before and a week after LPI.,0,0,0,0,0,0,0,0,0,0,0,
5,Ultrasound biomicroscopy images were qualitatively assessed using standardized criteria.,1,0,0,0,0,0,0,0,0,0,0,Main Outcome Measures
6,"Plateau iris was defined in a quadrant by the presence of an anteriorly directed ciliary body, an absent ciliary sulcus, a steep iris root from its point of insertion followed by a downward angulation from the corneoscleral wall, presence of a central flat iris plane, and irido-angle contact.",0,0,0,0,0,0,0,0,0,0,0,
7,At least 2 quadrants had to fulfil the above criteria for an eye to be defined as plateau iris.,1,0,0,0,0,0,0,0,0,0,0,
8,Two hundred five subjects were enrolled; UBM images of 167 subjects were available for analysis.,0,0,0,0,0,0,0,0,0,1,0,Results
9,Plateau iris was found in 54 of 167 (32.3%) PACS eyes after LPI.,0,0,0,0,0,0,0,0,0,0,0,
10,"Quadrantwise analysis showed that 44 of 167 (26.3%) eyes had plateau iris in 1 quadrant, 36 (21.5%) in 2 quadrants, 16 (9.5%) in 3 quadrants, and 2 (1.2%) in all 4 quadrants.",0,0,0,0,0,0,0,0,0,1,0,
11,Plateau iris was most commonly observed in the superior and inferior quadrants.,0,0,0,0,0,0,0,0,0,0,0,
12,"Using standardized UBM criteria, plateau iris was found in about a third of PACS eyes after LPI.",1,0,0,0,0,0,0,0,0,0,0,Conclusions
13,Prospective longitudinal studies are required to determine the clinical significance of this finding for the management of PACSs.,0,0,0,0,0,0,0,0,0,0,0,
14,Primary angle-closure glaucoma (PACG) is a major form of glaucoma in Asia.,0,0,0,0,0,0,0,0,0,0,0,
15,"In China, PACG accounts for 91% of bilateral glaucoma blindness, and 28 million people are classified as primary angle closure suspects (PACSs), the anatomical trait predisposing to PACG.",0,0,0,0,0,0,0,0,0,0,0,
