Sentence-ID,Sentence-String,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11
0,"American Optometric Association (AOA) defines computer vision syndrome (CVS) as “Complex of eye and vision problems related to near work, which are experienced during or related to computer use”.",0,0,N,N,N,N,N,0,0,0,0
1,Most studies indicate that Video Display Terminal (VDT) operators report more eye related problems than non-VDT office workers.,0,0,N,N,N,N,N,0,0,0,0
2,The causes for the inefficiencies and the visual symptoms are a combination of individual visual problems and poor office ergonomics.,0,0,N,N,N,N,N,0,0,0,0
3,"In this clinical study on “CVS”, 151 patients were registered, out of whom 141 completed the treatment.",0,0,N,N,N,N,N,0,0,0,0
4,"In Group A, 45 patients had been prescribed <span class=""italic"">Triphala</span> eye drops; in Group B, 53 patients had been prescribed the <span class=""italic"">Triphala</span> eye drops and <span class=""italic"">Saptamrita</span> <span class=""italic"">Lauha</span> tablets internally, and in Group C, 43 patients had been prescribed the placebo eye drops and placebo tablets.",0,0,N,N,N,N,N,0,0,0,0
5,"In total, marked improvement was observed in 48.89, 54.71 and 06.98% patients in groups A, B and C, respectively.",0,0,N,N,N,N,N,0,0,0,0
6,A Video Display Terminal (VDT) is commonly known as computer screen.,0,0,N,N,N,N,N,0,0,0,0
7,The computer has become a common item in today's society.,0,0,N,N,N,N,N,0,0,0,0
8,It is estimated that approximately 45 million workers directly use computers by staring into VDTs for hours continuously.,0,0,N,N,N,N,N,0,0,0,0
9,Computers have increased the work efficiency and communications and have opened access to information like never before.,0,0,N,N,N,N,N,0,0,0,0
10,"Despite these contributions to the society, prolonged exposure to VDTs has been the cause of a visual and ergonomic disorder called “Computer Vision Syndrome” (CVS).",0,0,N,N,N,N,N,0,0,0,0
11,"[<a href=""#ref1"">1</a>] CVS is a group of symptoms which crop up from the extended viewing of the VDT, when the demands of the task exceed the abilities of the viewer.",0,0,N,N,N,N,N,0,0,0,0
12,"Symptoms comprising CVS are dry and irritated eyes, eye strain/fatigue, blurred vision, red eyes, burning eyes, excessive tear secretion, double vision, headache, light or glare sensitivity, contact lens discomfort, slowness in changing focus, changes in color perception, and neck, shoulder and backache.",0,0,N,N,N,N,N,0,0,0,0
13,These symptoms of CVS are due to ocular (ocular-surface abnormalities or accommodative spasms) and/or extra ocular (ergonomic) etiologies.,0,0,N,N,N,N,N,0,0,0,0
14,It has also been shown that VDT users also have a higher incidence of complaints than non-VDT users in the same environment.,0,0,N,N,N,N,N,0,0,0,0
15,"[<a href=""#ref2"">2</a>]",0,0,N,N,N,N,N,0,0,0,0
16,The catastrophic effect of the CVS has resulted in low performance and extreme discomfort to the sufferer.,0,0,N,N,N,N,N,0,0,0,0
17,The symptoms being vague and slow in onset drift to intolerable severity by the time the sufferer seeks medical advice.,0,0,N,N,N,N,N,0,0,0,0
18,This problem is very new to medical science and is under investigation to explain the mechanism of the disease and to find a solution.,0,0,N,N,N,N,N,0,0,0,0
19,The current understanding upholds meticulous work environment as a precaution and use of artificial tear or contact lens wetting solutions to suffice the symptoms.,0,0,N,N,N,N,N,0,0,0,0
20,"But with these treatments, the patients of CVS get only symptomatic relief.",0,0,N,N,N,N,N,0,0,0,0
21,"[<a href=""#ref3"">3</a>] So, to find a better solution to this burning problem, this study was designed.",0,0,N,N,N,N,N,0,0,0,0
22,"Though the ailment is a consequence of modern invention, <span class=""italic"">Ayurveda</span>, the ancient science of life can be of great help in dealing the modern occupational ailments by its preventive and therapeutic principles.",0,0,N,N,N,N,N,0,0,0,0
23,"Considering the <span class=""italic"">Dosha</span> involvement on the basis of symptoms, Ayurvedic remedies can be used to treat the condition.",0,0,N,N,N,N,N,0,0,0,0
24,"Therapeutic measures like <span class=""italic"">Kriya Kalpa, Shamana Aushadhis, Chakshushya</span> and <span class=""italic"">Rasayanas</span>, etc., which improve the homeostasis and ocular strength can be practised.",0,0,N,N,N,N,N,0,0,0,0
25,"CVS can be managed by Ayurvedic <span class=""italic"">Chakshushya</span> and <span class=""italic"">Vata</span>-<span class=""italic"">pitta</span> pacifying therapies.",0,0,N,N,N,N,N,0,0,0,0
26,"<span class=""italic"">Triphala</span> and <span class=""italic"">Saptamrita Lauha</span> are the formulations which have been extensively used for various eye disorders.",0,0,N,N,N,N,N,0,0,0,0
27,"The formulation selected is from reference quoted in <span class=""italic"">Bhaishajya Ratnavali</span>, <span class=""italic"">Netra Roga Prakarna</span> 64th chapter.",0,0,N,N,N,N,N,0,0,0,0
28,"[<a href=""#ref4"">4</a>] <span class=""italic"">Triphala Arka</span> is prepared according to the <span class=""italic"">Arka Kalpana</span> and it was selected on the following grounds for topical application.",0,0,N,N,N,N,N,0,0,0,0
29,Triphala</span> is used for both local and internal administration in many forms for treating many of the ocular conditions.,0,0,N,N,N,N,N,0,0,0,0
30,"Triphala</span> acts as the best <span class=""italic"">Rasayana</span> and <span class=""italic"">Chakshushya</span>[<a href=""#ref5"">5</a>] drug without much discomfort.",0,0,N,N,N,N,N,0,0,0,0
31,"Among the four methods (eye drops, eye ointment, gel, ocuserts) of delivering ocular pharmaco-therapeutics, eye drop is the most commonly employed mode of administration.",0,0,N,N,N,N,N,0,0,0,0
32,"Eye drop is the simplest and most convenient method of topical application, especially for daytime use.",0,0,N,N,N,N,N,0,0,0,0
33,Application in the form of eye drops makes the drug available for immediate action.,0,0,N,N,N,N,N,0,0,0,0
34,"As the distillate obtained through <span class=""italic"">Arka Kalpana</span> fulfils the above criteria, <span class=""italic"">Triphala</span> eye drops was selected for the clinical study.",0,0,N,N,N,N,N,0,0,0,0
35,"So, <span class=""italic"">Triphala Arka</span> for topical application and <span class=""italic"">Saptamrita Lauha</span> for internal administration have been selected.",0,0,N,N,N,N,N,0,0,0,0
36,"Saptamrita Lauha</span> tablets were prepared in the pharmacy of Gujarat Ayurved University and <span class=""italic"">Triphala Arka</span> was prepared at Pharmaceutical laboratory of Gujarat Ayurved University and sterile packing was done at Indian Opthalmics, Surendranagar.",0,0,N,N,N,N,N,0,0,0,0
37,"The aim of present research was to evaluate the efficacy of <span class=""italic"">Triphala</span> eye drops and <span class=""italic"">Saptamrita Lauha</span> in the management of CVS.",0,0,N,N,N,N,N,0,0,0,0
38,"In this clinical study, 151 patients from the Out-patient Department of <span class=""italic"">Shalakya Tantra</span> of I.P.G.T.&amp; R.A., G.A.U, Jamnagar, who were suffering from CVS and fulfilling the criteria of inclusion for the present study, were registered and divided randomly into three groups.",0,1,N,N,N,N,N,0,0,0,0
40,An elaborative research proforma was specially designed for the purpose of incorporating all aspects of the disease on Ayurvedic and Modern parlance.,0,0,N,N,N,N,N,0,0,0,0
41,Selected patients were randomly divided into three groups with the following drug schedule in a particular group:,0,0,N,N,N,N,N,0,0,0,0
42,"Group A: <span class=""italic"">Triphala</span> eye drops; one drop in each eye, 4 times/day for 30 days;",0,0,N,N,N,N,N,0,0,0,0
43,"Group B: oral administration of <span class=""italic"">Saptamrita Lauha</span> tablets, 500 mg BD with unequal quantity of <span class=""italic"">Madhu</span> and <span class=""italic"">Ghrita</span> and <span class=""italic"">Triphala</span> eye drops one drop in each eye, 4 times/day for 30 days and",0,0,N,N,N,N,N,0,0,0,0
44,"Group C: oral administration of placebo tablets 500 mg, 2 times/day, and distilled water eye drops one drop in each eye, 4 times/day for 30 days.",0,0,N,N,N,N,N,0,0,0,0
45,"To evaluate the <span class=""italic"">Chakshushya</span> activity of both the drugs, whole importance was given to the subjective complaints as no particular objective findings have been mentioned or available for diagnosis of this disease so far.",0,0,N,N,N,N,N,0,0,0,0
46,"So, in this present study, routine hematological investigations, routine eye examination including intraocular pressure, visual acuity and slit lamp examination, were carried out to exclude any other ocular pathology.",0,0,N,N,N,N,N,0,0,0,0
47,Patients between 16 and 75 years of age.,0,0,N,N,N,N,N,0,0,0,0
48,"Computer users complaining of eye strain, dry eyes, blurred vision, redness, burning eyes, excessive tears, double vision, headache, glare sensitivity, fatigue, neck, shoulder and back pain.",0,0,N,N,N,N,N,0,0,0,0
49,Patients having minimum three symptoms of CVS.,0,0,N,N,N,N,N,0,0,0,0
50,"Minimum 1 hour exposure to any type of VDT like desktop, laptop or both.",0,0,N,N,N,N,N,0,0,0,0
51,Minimum 1 year exposure to any type of above-mentioned VDTs.,0,0,N,N,N,N,N,0,0,0,0
52,Patients of age below 16 years or above 75 years.,0,0,N,N,N,N,N,0,0,0,0
53,"Those having symptoms due to direct physiological effects of substance (e.g., drug abuse, medication) or a general medical condition (e.g., hypothyroidism).",0,0,N,N,N,N,N,0,0,0,0
54,"Patients suffering from infectious conditions of the eye like conjunctivitis, scleritis, uveitis, glaucoma, stye, blepharitis, etc.",0,0,N,N,N,N,N,0,0,0,0
55,"Patients having any fundus pathology like optic atrophy, diabetic retinopathy, hypertensive retinopathy, papilledema, etc.",0,0,N,N,N,N,N,0,0,0,0
56,Drug was given to the patients in two intervals of 15 days each and the changes in subjective parameters were recorded during every visit.,0,0,N,N,N,N,N,0,0,0,0
57,Total effect of therapy in each patient was evaluated after completion of treatment.,0,0,N,N,N,N,N,0,0,0,0
58,A specialized rating scale for chief complaints of CVS examination was prepared by giving scores to various presentations of CVS.,0,0,N,N,N,N,N,0,0,0,0
59,The obtained data on the basis of observations were subjected to statistical analysis.,0,0,N,N,N,N,N,0,0,0,0
60,"Chi-square test was carried out for all subjective parameters (clinical features) and Student's paired “<span class=""italic"">t</span>” test was applied for the objective parameters like hematological investigations.",0,0,N,N,N,N,N,0,0,0,0
61,"The results were interpreted at the level of <span class=""italic"">P</span> &lt; 0.001 as highly significant, <span class=""italic"">P</span> &lt; 0.01 as moderately significant, <span class=""italic"">P</span> &lt; 0.05 as significant and <span class=""italic"">P</span> &gt; 0.05 as insignificant.",0,0,N,N,N,N,N,0,0,0,0
62,"In the present study, the maximum patients (63.12%) were between 16 and 35 years of age and male (66.67%) predominance was observed.",1,0,N,N,N,N,N,1,1,1,1
