Sentence-ID,Sentence-String,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11
0,Purpose: To compare the efficacy of topical cyclosporine [0.05% cyclosporine A (CsA)] and preservative-free artificial tears in the treatment of meibomian gland dysfunction (MGD).,0,0,N,0,0,0,0,0,0,0,0
1,"Methods: A 3-month prospective, randomized, double-masked, parallel-group controlled trial enrolled 70 patients with symptomatic MGD and unstable tear film [tear breakup time (TBUT) <8 seconds].",0,0,N,0,0,0,0,0,0,0,0
2,Patients were randomized to topical CsA (0.05%; group A) and 0.5% carboxymethylcellulose (control; group B) instilled twice daily for 3 months.,0,0,N,0,0,0,0,0,0,0,0
3,"Ocular Surface Disease Index (OSDI), lid margin inflammation, meibomian gland expression, conjunctival injection, corneal and interpalpebral dye staining, noninvasive tear breakup time (NIBUT) using the Tearscope Plus and invasive fluorescein tear breakup time (FBUT), and Schirmer I test were performed.",0,0,N,0,0,0,0,0,0,0,0
4,"Results: At the 3-month evaluation, mean OSDI, NIBUT and FBUT, lid margin inflammation, meibomian gland expressibility, and tarsal injection showed significant improvement from baseline in group A (P < 0.01, P < 0.01, P < 0.001, P < 0.05, and P < 0.001, respectively).",0,0,N,0,0,0,0,0,0,0,0
5,"In group B, only the OSDI improved significantly from baseline at 3 months (P = 0.003).",0,0,N,0,0,0,0,0,0,0,0
6,"TBUTs (NIBUT and FBUT) were significantly longer in group A at all visits, and the mean change of TBUTs from baseline was also significantly greater in group A at 3 months (P < 0.001).",0,0,N,0,0,0,0,0,0,0,0
7,Conclusions: Topical CsA 0.05% twice daily may be helpful in the treatment of MGD mainly by improving tear film stability.,0,0,N,0,0,0,0,0,0,0,0
8,Meibomian gland dysfunction (MGD) is one of the most common disorders encountered in ophthalmic practice and is the main cause of evaporative dry eye.,0,0,N,0,0,0,0,0,0,0,0
9,"According to the report of the international workshop on MGD, the core mechanisms for development of obstructive MGD are hyperkeratinization of the ductal epithelium and increased meibum viscosity, which in turn are influenced by aging, hormonal changes, and use of contact lenses and topical medications.",0,0,N,0,0,0,0,0,0,0,0
10,Other causes include acinar atrophy and inflammation.,0,0,N,0,0,0,0,0,0,0,0
11,"Consequently, MGD is the major cause of lipid tear deficiency, which results in a lack of or an abnormal lipid tear layer and causes instability of the tear film and shortening of the tear breakup time (TBUT).",0,0,N,0,0,0,0,0,0,0,0
12,"Conventional treatments for MGD include lid hygiene, warm compression, artificial tear supplements, topical erythromycin, topical corticosteroids, and oral tetracycline/doxycycline.",0,0,N,0,0,0,0,0,0,0,0
13,These treatments can be challenging and are frequently ineffective.,0,0,N,0,0,0,0,0,0,0,0
14,"Currently, there is no medication that acts on the core mechanism of this condition.",0,0,N,0,0,0,0,0,0,0,0
15,"Also, degenerative changes of the meibomian gland, which might be irreversible, play a role in the pathogenesis of MGD.",0,0,N,0,0,0,0,0,0,0,0
16,"Cyclosporine [cyclosporine A (CsA)] is a T-cell modulator that acts by decreasing inflammatory cytokines, resulting in a decrease in inflammation.CsA eye drops are widely used to treat ocular surface inflammation, for example, dry eyes due to aqueous tear deficiency (ATD); its efficacy has been demonstrated in several controlled clinical trials.",0,0,N,0,0,0,0,0,0,0,0
17,"In addition, topical CsA has also demonstrated efficacy in atopic keratoconjunctivitis  and in ocular rosacea.Although inflammation does not seem to play a main role in the pathogenesis of MGD, there is evidence that an inflammatory process is partly involved in MGD.",0,0,N,0,0,0,0,0,0,0,0
18,"Because CsA is known to inhibit and decrease inflammation, it was considered of interest to evaluate its efficacy in the treatment of MGD with or without ATD.",0,0,N,0,0,0,0,0,0,0,0
19,The purpose of this study was to compare the efficacy of topical CsA 0.05% and a preservative-free artificial tears preparation in the treatment of MGD.,0,0,N,0,0,0,0,0,0,0,0
20,"This was a prospective, randomized, double-masked, parallel-group clinical trial comparing the efficacy of 0.05% CsA ophthalmic emulsion with preservative-free artificial tears eye drops in patients with MGD.",0,0,N,0,0,0,0,0,0,0,0
21,"The study was conducted in accordance with the principles of the Declaration of Helsinki and was approved by the Committee for the Protection of Human Participants in Research at the Faculty of Medicine, Siriraj Hospital, Mahidol University, Bangkok, Thailand [SiEC number 154/2551(EC1)].",0,0,N,0,0,0,0,0,0,0,0
22,Adult patients with a diagnosis of MGD who were willing to comply with the protocol provided their written informed consent before enrollment.,0,0,N,0,0,0,0,0,0,0,0
23,"The trial was registered with ClinicalTrials.gov (identification number, NCT00705510).",0,0,N,0,0,0,0,0,0,0,0
24,Eligible patients from the eye clinic were aged at least 18 years and had a diagnosis of MGD.,0,0,N,0,0,0,0,1,1,0,1
25,"Inclusion criteria were meibomian gland obstruction, abnormal secretion, and/or lid margin inflammation, noninvasive tear breakup time (NIBUT) <=8 seconds in each eye, and at least one of the following symptoms of tear film instability: irritation, photophobia, and tearing.",0,0,N,0,0,0,0,1,1,0,1
26,"Patients were excluded from the study if they had any of the following: severe ocular surface abnormalities, the presence or history of systemic or ocular disorders that might interfere with the interpretation of the study (such as ocular surgery, glaucoma, or contact lens wear), a history of or known presence of an ophthalmic infection, such as herpes simplex virus keratitis, immunocompromised status, previous use of topical CsA within the past 1 year or use of oral CsA or anticholinergic agents within the past 2 months before the study, pregnancy or lactation, or a history of hypersensitivity to CsA or any components of the topical medications to be used in the study.",0,0,N,0,0,0,0,1,1,0,1
27,Patients received treatment in both eyes but only the right eye was chosen for analysis.,0,0,N,0,0,0,0,1,1,0,1
28,Commercially available products were used.,0,0,N,0,0,0,0,0,0,0,0
29,"Patients in group A received 0.05% CsA ophthalmic emulsion (Restasis; Allergan, Inc., Irvine, CA), whereas those in group B (control group) received carboxymethylcellulose sodium (5 mg/mL, 0.5%) eye drops (Cellufresh; Allergan, Inc.).",0,0,N,0,0,0,0,0,0,0,0
30,"Both the medications were preservative free, and patients received their assigned treatments twice daily in both eyes for 12 weeks.",0,0,N,0,0,0,0,0,0,0,0
31,"The medications had their brand name identifications removed and were repackaged in dark plastic bags to mask both the patients and the investigators, including the principle investigator (P.P.).",0,0,N,0,0,0,0,0,0,0,0
32,Patients were not permitted to compare their assigned medication with other participants.,0,0,N,0,0,0,0,0,0,0,0
33,The assignment concealment was kept by the research assistant during the trial and was broken at the end of the trial.,0,0,N,0,0,0,0,0,0,0,0
34,"Other preservative-free artificial tears preparations used previously were still permitted as an additional tear supplement throughout the study, and patients were asked to record the frequency of their use.",0,0,N,0,0,0,0,0,0,0,0
35,"At the month 0 (baseline) visit, patients were checked for the protocol's inclusion and exclusion criteria, and the following baseline parameters were assessed: Ocular Surface Disease Index (OSDI), NIBUT using the Tearscope Plus (Keeler, Windsor, United Kingdom), invasive fluorescein tear breakup time (FBUT), lid margin inflammation, meibomian gland secretion and expressibility, bulbar and tarsal conjunctival injection, corneal dye staining with fluorescein and rose bengal, and tear volume measured by Schirmer I test.",0,0,N,0,0,0,0,0,0,0,0
36,"Additionally, daily tear supplement usage was assessed.",0,0,N,0,0,0,0,0,0,0,0
37,Fifteen minutes of warm compression combined with daily lid scrub with dilute baby shampoo and lid massage was encouraged in all patients.,0,0,N,0,0,0,0,0,0,0,0
38,"Patients were randomized via a random number method into 2 groups, A and B.",0,0,N,0,0,0,0,0,0,0,0
39,"Patients in group A received 0.05% CsA ophthalmic emulsion, whereas those in group B received the artificial tears preparation containing 0.5% carboxymethylcellulose sodium.",0,0,N,0,0,0,0,0,0,0,0
40,Each treatment was administered into both eyes twice daily.,0,0,N,0,0,0,0,0,0,0,0
41,"The objective parameters were reassessed at follow-up visits at 1, 2, and 3 months after the assigned treatments were begun, except for tear volume (Schirmer I test), which was assessed only at the 3-month visit.",0,0,N,0,0,0,0,0,0,0,0
42,The objective parameters were assessed by 1 investigator (P.P.),0,0,N,0,0,0,0,0,0,0,0
43,to reduce interobserver variability.,0,0,N,0,0,0,0,0,0,0,0
44,Dry eye symptoms were assessed on a score of 0 to 100 by the OSDI.,0,0,N,0,0,0,0,0,0,0,0
45,"Objective signs included slit-lamp examination of the lid and meibomian glands, conjunctival and corneal dye staining, TBUT (NIBUT and FBUT), and tear volume (Schirmer I test).",0,0,N,0,0,0,0,0,0,0,0
46,"Lid margin inflammation and conjunctival (bulbar and tarsus) inflammation were graded as follows: 0 = no injection, 1 = mild injection, 2 = moderate injection, and 3 = severe injection (Fig.",0,0,N,0,0,0,0,0,0,0,0
47,Meibomian gland dysfunction was defined as abnormal secretion and/or abnormal expressibility using a finger on both lids on a grading of 0 to 3 (Table 1).,0,0,N,0,0,0,0,0,0,0,0
48,NIBUT was measured using the Tearscope Plus.,0,0,N,0,0,0,0,0,0,0,0
49,measured the interval between a complete blink and the appearance of the first randomly distorted grid pattern on the corneal tear film and calculated the average value of 3 measurements.,0,0,N,0,0,0,0,0,0,0,0
50,This test was performed before any treatment or dye staining was instilled into the eye.,0,0,N,0,0,0,0,0,0,0,0
51,Tear film instability was shown by NIBUT using a tear scope.,0,0,N,0,0,0,0,0,0,0,0
52,The noncontact nature of the tear scope without any substrate added into the eye enabled evaluation of the tear film in the natural environment.,0,0,N,0,0,0,0,0,0,0,0
53,FBUT was measured by using 2 [mu]L of 2% fluorescein dye.,0,0,N,0,0,0,0,0,0,0,0
54,"The first disappearance of the dye was recorded, and the average value of 3 measurements was calculated.",0,0,N,0,0,0,0,0,0,0,0
55,The fluorescein and rose bengal scores were assessed using the National Eye Institute system.,0,0,N,0,0,0,0,0,0,0,0
56,"Five regions of staining on the cornea and conjunctiva were evaluated, that is, the center, nasal, temporal, superior, and inferior regions, and were scored as 0 to 3 depending on the intensity of staining, yielding a maximum score of 15.",0,0,N,0,0,0,0,0,0,0,0
57,Tear volume (Schirmer I test) was measured over a 5-minute period without anesthesia.,0,0,N,0,0,0,0,0,0,0,0
58,Safety outcomes were assessed via ophthalmic examinations and the occurrence of adverse events throughout the study.,0,0,N,0,0,0,0,0,0,0,0
59,"If an adverse event was severe or impacted on the patient's quality of life, the assigned treatment was stopped.",0,0,N,0,0,0,0,0,0,0,0
60,The study aimed to compare the efficacy of 0.05% CsA ophthalmic emulsion (test group; group A) with that of artificial tears (control group; group B) mainly in a change in TBUT (seconds).,0,0,N,0,0,0,0,0,0,0,0
61,"Based on the related literature, and the authors' pilot study (unpublished data), mean change in TBUT in the test group was estimated to be 2 +/- 4.5 seconds, with no change in the control group.",0,0,N,0,0,0,0,0,0,0,0
62,"In estimating sample size using nQuery Advisor program, based on the difference in mean change with a significance level of 0.05, 80% power, and 1-sided test, a total of 64 eyes in each group were required.",0,0,N,0,0,0,0,0,0,0,0
63,"Finally, to compensate for 10% drop-outs, a total of 70 eyes in each group were needed.",0,0,N,0,0,0,0,0,0,0,0
64,The study was analyzed using results from the patients' right eyes.,0,0,N,0,0,0,0,0,0,1,0
65,The primary efficacy parameter was the NIBUT.,0,0,N,0,0,0,0,0,0,1,0
66,Descriptive statistics were represented as mean values and standard errors of the mean.,0,0,N,0,0,0,0,0,0,1,0
67,Intragroup comparisons for continuous variables were analyzed using a paired t test or Wilcoxon signed-rank test (abnormal distribution) and using a marginal homogeneity test for categorical variables.,0,0,N,0,0,0,0,0,0,1,0
68,Comparisons between groups for continuous variables were performed by an independent t test or Mann-Whitney U test (abnormal distribution) and by a [chi]2 test for categorical variables.,0,0,N,0,0,0,0,0,0,1,0
69,Both comparisons used an intention-to-treat analysis.,0,0,N,0,0,0,0,0,0,0,0
70,"Statistical significance was considered as a P < 0.05 (2 sided) and was performed using the Statistical Package for the Social Sciences software, version 11.0 (SPSS, Inc., Chicago, IL).",0,0,N,0,0,0,0,0,0,0,0
71,"Seventy patients were enrolled in the study, 36 patients in group A and 34 patients in group B.",0,0,N,0,0,0,0,0,0,0,0
72,"Six patients were withdrawn from the study, 4 of 36 (11.1%) from group A due to drug intolerance, and 1 from each group (2.8% of group A and 2.9% of group B) due to loss to follow-up.",0,0,N,0,0,0,0,0,0,0,0
73,"Sixty-four patients completed the study, 31 (86.1%) in group A and 33 (97.0%) in group B.",0,0,N,0,0,0,0,0,0,0,0
74,The mean age of group B patients (55.0 +/- 13.0 years) was significantly greater than that of group A patients (48.1 +/- 13.9 years; P = 0.038).,0,0,N,0,0,0,0,0,0,0,0
75,"Most patients in both the groups were women, and the difference in gender distribution between the groups was not statistically significant.",0,0,N,0,0,0,0,0,0,0,0
76,There were no significant differences in baseline signs and symptoms between the 2 groups.,0,0,N,0,0,0,0,0,0,0,0
77,Demographic data and baseline signs and symptoms are shown in Table 1.,0,0,N,0,0,0,0,0,0,0,0
