Sentence-ID,Sentence-String,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Section
0,"Objective: To assess whether an oral stimulation program, before the introduction of oral feeding, enhances the oral feeding performance of preterm infants born between 26 and 29 weeks' gestational age.",0,0,0,1,0,0,0,0,0,0,0,Abstract
1,Study design: Preterm infants (n = 32) were randomized into an experimental and control group.,0,1,0,0,0,0,0,0,0,0,0,
2,Infants in the experimental group received an oral stimulation program consisting of stimulation of the oral structures for 15 minutes.,0,0,0,0,0,0,0,0,0,0,0,
3,Infants in the control group received a sham stimulation program.,0,0,0,0,0,0,0,0,0,0,0,
4,"Both were administered once per day for 10 consecutive days, 48 hours after discontinuation of nasal continuous positive air pressure.",0,0,0,0,0,0,0,0,0,0,0,
5,"Results: Independent oral feeding was attained significantly earlier in the experimental group than the control group, 11 ± 4 days (mean ± SD) versus 18 ± 7 days, respectively (P =.005).",0,0,0,0,0,0,0,0,0,0,1,
6,"Overall intake and rate of milk transfer were significantly greater over time in the experimental group than the control group (P =.0002 and.046, respectively).",0,0,0,0,0,0,0,0,0,0,0,
7,There was no difference in length of hospital stay between the 2 groups.,0,0,0,0,0,0,0,0,0,0,0,
8,Conclusion: An early oral stimulation program accelerates the transition to full oral feedings in preterm infants.,0,0,0,0,0,0,0,0,0,0,0,
9,This was associated with greater overall intake and rate of milk transfer observed in the experimental group when compared with the control group.,0,0,0,0,0,0,0,0,0,0,0,
10,Previous article in issueNext article in issue,0,0,0,0,0,0,0,0,0,0,0,(J Pediatr 2002;141:230-6)
11,"Preterm infants frequently experience oral feeding difficulties because of their underdeveloped cardiorespiratory system, central nervous system, and oral musculature.",0,0,0,0,0,0,0,0,0,0,0,GAGestational age
12,"Oral feeding difficulties often affect an infant's ability to reach independent oral feeding, prolong hospital stays, and may lead to long-term feeding difficulties.",0,0,0,0,0,0,0,0,0,0,0,
13,"Oral feeding difficulties may include a disorganized sucking pattern, incoordination of suck-swallow-breathe and an aversion or hypersensitivity to touch around and/or in the mouth.",0,0,0,0,0,0,0,0,0,0,0,
14,The effect that early oral feeding difficulties may have on the ability to breast/bottle-feed and the duration of hospitalization underscores the urgent need to facilitate the development of normal oral-motor skills.,0,0,0,0,0,0,0,0,0,0,0,
15,Different oral stimulation strategies have been used concomitant with the onset of oral feeding or once oral feeding difficulties have become evident.Beneficial effects on the oral feeding performance of preterm infants were found.,0,0,0,0,0,0,0,0,0,0,0,
16,Leonard et al reported an enhanced sucking rate when stroking of the cheeks was applied during an oral feeding session.,0,0,0,0,0,0,0,0,0,0,0,
17,Einarsson-Backes et al demonstrated an increase in volume intake when cheek and chin support was provided during an oral feeding.,0,0,0,0,0,0,0,0,0,0,0,
18,Non-nutritive sucking accelerated the transition from tube to independent oral feeding and enhanced sucking maturation.,0,0,0,0,0,0,0,0,0,0,0,
