Sentence-ID,Sentence-String,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Section
0,The study aims to perform a comparative assessment of two types of burn wound treatment.,0,0,0,0,0,0,0,0,0,0,0,Abstract
1,"To do the assessment, patients with partial thickness burn wounds with total body surface area <40% were simple randomised to treat with nanocrystalline silver nylon wound dressing or silver sulfadiazine cream.",0,0,0,0,0,0,0,0,0,0,0,
2,"Efficacy of treatment, use of analgesics, number of wound dressing change, wound infection and final hospitalisation cost were evaluated.",0,0,0,0,0,0,0,0,0,0,0,
3,"The study showed silver nylon wound dressing significantly reduced length of hospital stay, analgesic use, wound infection and inflammation compared with silver sulfadiazine.",0,0,0,0,0,0,0,0,0,0,0,
4,"Burn wounds need to be healed and reepithelialised as soon as possible in order to prevent infection, functional reduction, dysfunctions and cosmetic after‐effects.",0,0,0,0,0,0,0,0,0,0,0,Introduction
5,"Burn wounds have a higher chance of bacterial infection because of the accumulation of dead tissues, compromised immune system and blood supply, and infection is one of the major reasons of death after burn injuries.",0,0,0,0,0,0,0,0,0,0,0,
6,"Silver sulfadiazine (AgSD) is one of the conventional therapeutics that has been used for a long time, but there are some reported adverse effects that increase the demand for new therapies and technologies in burn wound management.",0,0,0,0,0,0,0,0,0,0,0,
7,Silver has been known to have bactericidal properties and it has been at the core of many studies for several years.,0,0,0,0,0,0,0,0,0,0,0,
8,Silver recently gained renewed attention in the treatment of bacterial infection and prevention of wound sepsis in different prescription forms in conjunction with other materials such as wound dressings impregnated with silver salts or metal nanoparticles.,0,0,0,0,0,0,0,0,0,0,0,
9,"One of the silver products that is increasingly being used to cover burn wounds, traumatic injuries, skin graft, diabetic ulcers, incisions, abrasions and minor cuts are silver dressings.",0,0,0,0,0,0,0,0,0,0,0,
10,"Metallic and ionic silver was used in a variety of medicinal and medical devices such as topical creams, emulations, catheters and medical prostheses.",0,0,0,0,0,0,0,0,0,0,0,
11,"However, different methods have been used to impregnate wound dressings with silver compound, but coating a textile, fibre or polymer mesh with a layer of nanocrystalline silver resulted in sustained release and long‐acting antibacterial wound dressings.",0,0,0,0,0,0,0,0,0,0,0,
12,"In 1998, Tredget et al.showed the safety and efficacy of a nanocrystalline silver‐coated polyethylene mesh in preventing infection in burn wounds by reducing the bacterial burden.",0,0,0,0,0,0,0,0,0,0,0,
13,"Although the anti‐inflammatory mechanism of nanocrystalline silver is not clear, it might reduce inflammation by fighting the bacterial infection an important reason for persistent inflammation which leads to infiltration of neutrophils and elevated matrix metalloproteinases (MMPs) in infected wounds.",0,0,0,0,0,0,0,0,0,0,0,
14,MMPs play a role in the controlled degradation of the extracellular matrix.,0,0,0,0,0,0,0,0,0,0,0,
15,"It has been shown that nanocrystalline silver and its derivative solution have anti‐inflammatory effects; for instance, a study suggested that the level of MMPs is reduced in the presence of nanocrystalline silver dressings; elevated activities of these enzymes may lead to excessive extracellular matrix destruction.",0,0,0,0,0,0,0,0,0,0,0,
16,"Also, nanocrystalline metallic silver dressings can suppress MMP‐9 activity and reduce TNF‐α levels in the wounds.",0,0,0,0,0,0,0,0,0,0,0,
17,"Silver dressings such as Acticoat® (Smith & Nephew, Largo, FL), a high‐density polyethylene mesh coated with nanocrystalline silver and silver oxide using the physical vapour deposition technique, Silverlon® (Argentum LLC, Chicago, IL) or Agicoat® (Emad pharmaceuticals Co., Esfahan, Iran) – a woven silver‐coated nylon fabrics in which silver is deposited on nylon fibres by autocatalytic electroless deposition techniques are among metallic silver dressings with sustained silver release.",0,0,0,0,0,0,0,0,0,0,0,
18,"As their manufacturing methods are different from Acticoat® to Silverlon® and Agicoat®, the nanocrystalline structure and physical properties of silver crystals are distinctive in them.",0,0,0,0,0,0,0,0,0,0,0,
19,"These morphological and chemical differences resulted in different silver‐release profiles in Acticoat® and Silverlon® in terms of duration and net silver release rate; however, these wound dressings show acceptable antimicrobial properties in vitro.",0,0,0,0,0,0,0,0,0,0,0,
20,"Agicoat®, a less‐studied brand, also has a silver release‐profile similar to its counterpart Silverlon® with approximately 600 mg/100 cm2 of silver.",0,0,0,0,0,0,0,0,0,0,0,
21,It can release silver for a long time and show antimicrobial effectiveness.,0,0,0,0,0,0,0,0,0,0,0,
22,"In this study, the efficacy of Agicoat® was evaluated and compared with the AgSD as a conventional protocol for burn wound treatment in most of the Iranian burn clinics.",0,0,0,0,0,0,0,0,0,0,0,
23,"Although using such a dressing in burn wounds is not new for some brands such as Acticoat®, the study investigates the efficacy of a brand new silver nylon wound dressing that was recently introduced to Iran and the international market.",0,0,0,0,0,0,0,0,0,0,0,
