Sentence-ID,Sentence-String,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11
0,Constraint-induced aphasia therapy (CIAT) offers potential benefits to individuals with history of aphasia-producing ischemic stroke.,N,0,N,0,N,N,N,0,N,N,N
1,"The goals of this pilot study were to implement the original German CIAT protocol, refine the treatment program, and confirm its efficacy in patients with chronic aphasia.",N,0,N,0,N,N,N,0,N,N,N
2,"We translated and modified the original CIAT protocol to include a hierarchy of individual skill levels for semantic, syntactic, and phonological language production, while constraining non-use behaviors.",N,0,N,0,N,N,N,0,N,N,N
3,Three male participants with moderate to severe post-stroke aphasia received CIAT 3-4 hours/day for 5 consecutive days.,N,0,N,0,N,N,N,0,N,N,N
4,"Pre and post-testing included formal language evaluation, linguistic analysis of story retell, and mini-Communication Activity Log (mini-CAL).",N,0,N,0,N,N,N,0,N,N,N
5,Substantial improvements in comprehension and verbal skills were noted in 2 patients with an increase in the total number of words (31% and 95%) and in number of utterances for story-retell task (57% and 75%).,N,0,N,0,N,N,N,0,N,N,N
6,All participants demonstrated an improvement on at least one linguistic measure.,N,0,N,1,N,N,N,0,N,N,N
7,No subjective improvements on mini-CAL were noted by any of the participants.,N,0,N,0,N,N,N,0,N,N,N
8,"Given that the duration of treatment was only 1 week, these linguistic improvements in post stroke aphasia participants were remarkable.",N,0,N,0,N,N,N,0,N,N,N
9,The results indicate that the CIAT protocol used in this study may be a useful tool in language restoration after stroke.,N,0,N,0,N,N,N,0,N,N,N
10,"These initial findings should be confirmed in a larger, randomized study.",N,1,N,0,N,N,N,0,N,N,N
11,"Constraint-induced aphasia therapy (CIAT) is defined as a systematic constraint of verbal and nonverbal communication modalities with massed practice of targeted language skills [<a href=""#R1"">1</a>-<a href=""#R3"">3</a>].",N,0,N,0,N,N,N,0,N,N,N
12,In CIAT protocol communicative behaviors are gradually guided toward more complex linguistic communication.,N,0,N,0,N,N,N,0,N,N,N
13,"The constraints are imposed by the structure of the introduced material, which includes the “rules formulated by the therapist and by shaping and modeling” (Pulvermüller et al, 2001, p. 1623;[<a href=""#R3"">3</a>]) with significant increases in language skills noted when compared to conventional therapy.",N,0,N,0,N,N,N,0,N,N,N
14,"Similar results were recently reported in another CIAT study where non-verbal communications were constrained [<a href=""#R4"">4</a>].",N,0,N,0,N,N,N,0,N,N,N
15,"CIAT is based and modeled on a physical rehabilitation program for recovery of motor deficits called constraint-induced motor therapy or CIMT [<a href=""#R5"">5</a>].",N,0,N,0,N,N,N,0,N,N,N
16,"Recently, CIMT replaced previously offered and less effective methods of adaptive retraining with compensatory strategies that may have inadvertently led to a decrease in the use of the affected muscle groups or extremities.",N,0,N,0,N,N,N,0,N,N,N
17,"The overall philosophy of CIMT is to prevent extremity disuse by forcing patients to utilize the affected muscles, while avoiding compensatory non-use techniques [<a href=""#R6"">6</a>,<a href=""#R7"">7</a>].",N,0,N,0,N,N,N,0,N,N,N
18,CIMT also provides intensive practice of the targeted motor movements.,N,0,N,0,N,N,N,0,N,N,N
19,"Even in patients with chronic stroke, CIMT has led to clinical improvements associated with cortical plasticity [<a href=""#R8"">8</a>].",N,0,N,0,N,N,N,0,N,N,N
20,The goal of this pilot study was to test a modified version of the CIAT protocol in patients with chronic aphasia.,N,0,N,0,N,N,N,0,N,N,N
21,"Although we developed this protocol as a group therapy program, individualized targets were determined for defining levels of constraint (decreasing non-use behaviors) and increasing language skills.",N,0,N,0,N,N,N,0,N,N,N
22,We used translation of the materials from the original CIAT study in a modified intensive 1-week treatment with the following objectives: a) to replicate and refine the original version of the clinical treatment program and b) to confirm that an intensive CIAT program provides improved language outcomes in individuals with chronic aphasia.,N,0,N,0,N,N,N,0,N,N,N
23,Our hypothesis was that the intensive 1-week CIAT program would result in expressive and receptive language improvements in participants with chronic aphasia after an ischemic stroke.,N,0,N,0,N,N,N,0,N,N,N
24,All consent documents were reviewed with the subjects by one of the study investigators (ALB).,N,0,N,0,N,N,N,0,N,N,N
25,"After expressing verbal understanding and signing consent forms approved by the Institutional Review Board at the University of Cincinnati Academic Health Center, 3 male participants ages 58-64 with chronic post-stroke aphasia (≥2 years duration; 2-20 years) were enrolled.",N,0,N,0,N,N,N,0,N,N,N
26,One subject was excluded because of difficulty with understanding the consent procedures and failing the subtest A of Raven's Coloured Progressive Matrices (score 5/12; below 95% for age-adjusted norms).,N,0,N,0,N,N,N,0,N,N,N
27,"Participants' premorbid educational levels ranged from 13-16 years (<span class=""italic"">M</span>=14.6).",N,0,N,0,N,N,N,0,N,N,N
28,All participants passed a pure-tone sound field hearing screening at 25 dB.,N,0,N,0,N,N,N,0,N,N,N
29,"Since the therapy task included visual materials, all participants wore corrective lenses, denied visual difficulties with glasses, and performed at 7/12 or higher on the subtest A of Raven's Coloured Progressive Matrices (<span class=""italic"">M</span>=9.6/12; range 7-12).",N,0,N,0,N,N,N,0,N,N,N
