Sentence-ID,Sentence-String,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Section
0,To investigate the safety and efficacy of etanercept in the treatment of uveitis associated with juvenile idiopathic arthritis (JIA).,0,0,0,0,0,0,0,0,0,0,0,Objective
1,"Children who met the American College of Rheumatology diagnostic criteria for JIA with active uveitis, who had anterior chamber cells of ≥1+ or requiring topical corticosteroid ≥3 times daily, and who were on a stable regimen for arthritis treatment were eligible.",1,0,0,0,0,0,0,0,0,0,0,Methods
2,Study participants received etanercept (0.4 mg/kg) or placebo administered subcutaneously twice weekly for 6 months.,0,0,0,0,0,0,0,0,0,0,0,
3,All participants received open‐label etanercept for an additional 6 months.,0,0,0,0,0,0,0,0,0,0,0,
4,Five patients received placebo and 7 received etanercept.,0,0,0,0,0,0,0,0,0,0,0,Results
5,Three of the 7 patients treated with etanercept and 2 of the 5 placebo‐treated patients were considered ophthalmic successes (P = 1.0).,0,0,0,0,0,0,0,0,0,0,0,
6,One patient in each treatment group was considered a treatment failure.,0,0,0,0,0,0,0,0,0,0,0,
7,Three of the 7 etanercept‐treated and 2 of the 5 placebo‐treated patients were neither successes nor failures by our definition.,0,0,0,0,0,0,0,0,0,0,0,
8,There were no serious adverse events for any patient during the entire study period.,0,0,0,0,0,0,0,0,0,0,0,
9,"Reports of minor infections were comparable in each treatment group, 71% for etanercept and 60% for placebo (P = 0.58).",0,0,0,0,0,0,0,0,0,0,0,
10,In this small pilot study there was no apparent difference in the anterior segment inflammation between patients treated with etanercept and placebo.,0,0,0,0,0,0,0,0,0,0,0,Conclusion
11,The stringent criteria used to measure ophthalmic success of treatment and the small patient population limit the implications of our findings.,1,0,0,0,0,0,0,0,0,0,0,
12,Juvenile idiopathic arthritis (JIA) is an autoimmune disease that can cause both severe arthritis and sight‐threatening uveitis.,0,0,0,0,0,0,0,0,0,0,0,INTRODUCTION
13,Diagnosis of JIA is based upon the presence of idiopathic joint inflammation lasting >6 weeks in a child 16 years of age or younger (1).,0,0,0,1,0,0,0,0,0,0,0,
14,"Chronic, bilateral, nongranulomatous anterior uveitis is the hallmark ocular manifestation of this disease and is associated with an average age of onset of joint symptoms of 4–6.3 years.",0,0,0,1,0,0,0,0,0,0,0,
15,"In contrast, some patients develop acute uveitis, and in these children the joint disease has an average age of onset of 7.5–9 years, preceding the ocular disease by months or years (1-3).",0,0,0,1,0,0,0,0,0,0,0,
16,The likelihood of the development of uveitis in JIA varies with the pattern of joint involvement.,0,0,0,0,0,0,0,0,0,0,0,
17,"Although uveitis is rarely seen in children with systemic JIA, polyarticular‐onset JIA is associated with a uveitis prevalence of 5% and pauciarticular‐onset JIA is associated with the highest prevalence of uveitis at 20% (4).",0,0,0,0,0,0,0,0,0,0,0,
18,Young girls with pauciarticular arthritis and a positive antinuclear antibody test result are at the highest risk of developing chronic iridocyclitis (5).,0,0,0,0,0,0,0,0,0,0,0,
19,"The chronic anterior uveitis seen in JIA is characterized by anterior chamber (AC) cellular infiltration, significant aqueous flare, and nongranulomatous keratic precipitates in a white, quiet‐appearing eye.",0,0,0,0,0,0,0,0,0,0,0,
20,Affected children often do not report pain or visual loss.,0,0,0,0,0,0,0,0,0,0,0,
21,"Topical corticosteroids remain the mainstay of initial therapy of JIA‐associated uveitis (6, 7).",0,0,0,0,0,0,0,0,0,0,0,
22,"In a study of 210 patients with JIA, Chylack found that uveitis responded to short courses of topical corticosteroids in 39% of cases (6).",0,0,0,0,0,0,0,0,0,0,0,
23,"However, 61% of patients did not respond to corticosteroids and required prolonged treatment.",0,0,0,0,0,0,0,0,0,0,0,
24,Repeated periocular injections of depot preparations of corticosteroids are needed to manage some cases.,0,0,0,0,0,0,0,0,0,0,0,
25,"Short courses of oral corticosteroids can be useful, but long‐term use of oral corticosteroids in children can cause overwhelming side effects on growth and bone formation.",0,0,0,0,0,0,0,0,0,0,0,
26,Appropriate judicious use of steroid‐sparing agents is critical to the management of recalcitrant uveitis in JIA.,0,0,0,0,0,0,0,0,0,0,0,
27,"Longstanding ocular inflammation can lead to band keratopathy, posterior and peripheral anterior synechiae, cataract, hypotony, cyclitic membrane, glaucoma, and most importantly, severe vision loss.",0,0,0,0,0,0,0,0,0,0,0,
28,"Although the ocular inflammatory disease associated with JIA primarily involves the anterior segment, vitritis, cystoid macular edema, and posterior segment lesions may occur.",0,0,0,0,0,0,0,0,0,0,0,
29,"The etiology of visual loss is often multifactorial in children with JIA, in whom amblyopia can be an important contributing factor.",0,0,0,0,0,0,0,0,0,0,0,
30,Recent data suggest that tumor necrosis factor (TNF) is important in the pathogenesis of JIA (8).,0,0,0,0,0,0,0,0,0,0,0,
31,"TNF is predominantly produced by macrophages (9) and has a number of biologic effects, including activation of T cells, proliferation of both T and B cells, and the attraction of macrophages and granulocytes into areas of inflammation (10).",0,0,0,0,0,0,0,0,0,0,0,
32,"TNF also induces macrophages and other inflammatory cells to release substances that sustain an immune response and lead to tissue destruction (11, 12).",0,0,0,0,0,0,0,0,0,0,0,
33,"In studies of children with JIA, TNF has been shown to be an integral component in the development of the joint disease.",0,0,0,0,0,0,0,0,0,0,0,
34,"In one study, TNF was detected in 45% of samples of synovial fluid from 44 children with JIA (13).",0,0,0,0,0,0,0,0,0,0,0,
35,"Mangge et al have demonstrated that the soluble TNF receptor (sTNFR) levels were also elevated in certain types of JIA, and appeared to correlate with disease activity (10).",0,0,0,0,0,0,0,0,0,0,0,
36,"Studies of patients with rheumatoid arthritis (RA) suggest that the overall quantity of both cell‐surface TNFR and sTNFR is inadequate to consume all TNF produced (11, 14-16).",0,0,0,0,0,0,0,0,0,0,0,
37,"Excess TNF combines with its receptors, producing a cascade of damaging inflammatory effects on joints (14, 15).",0,0,0,0,0,0,0,0,0,0,0,
38,"Multiple controlled clinical trials have now demonstrated the efficacy of etanercept for the treatment of RA in patients unresponsive to disease‐modifying antirheumatic drugs (DMARDs), when used as monotherapy and in conjunction with methotrexate.",0,0,0,0,0,0,0,0,0,0,0,
39,"Furthermore, etanercept monotherapy has been shown to inhibit joint damage more than methotrexate in patients with early active RA (17).",0,0,0,0,0,0,0,0,0,0,0,
40,"Blocking TNF activity inhibits experimental autoimmune uveitis, an animal model of uveitis.",0,0,0,0,0,0,0,0,0,0,0,
41,Dick et al demonstrated that a p55‐TNFR IgG fusion protein delayed the onset of inflammation in animals with experimental autoimmune uveitis (18).,0,0,0,0,0,0,0,0,0,0,0,
