Sentence-ID,Sentence-String,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11
0,The objective of this study was to compare early and 1 year outcome of needle fasciotomy and collagenase injection for Dupuytren′s disease.,0,0,N,0,N,N,0,0,0,N,N
1,"Inclusion criteria were primary Dupuytren’s contracture excluding the thumb with a palpable cord and a total extension deficit, i.e.",0,0,N,0,N,N,0,0,0,N,N
2,a fixed flexion from 30° to 135° with less than 60° in the proximal interphalangeal joint.,0,0,N,0,N,N,0,0,0,N,N
3,The most affected ray was randomized to either treatment at two centres.,0,0,N,0,N,N,0,0,0,N,N
4,"Passive extension deficits for each joint before and after treatment, and at 3 and 12 months, were recorded together with complications.",0,0,N,0,N,N,0,0,0,N,N
5,A total of 96 rays in 93 patients were included.,0,0,N,0,N,N,0,0,0,N,N
6,"The average total extension deficits before treatment were 60° or more in both groups, and were largely made up of contractures at the metacarpophalangeal joints.",0,0,N,0,N,N,0,0,0,N,N
7,The deficits were reduced by 75% in both groups at 3 months and by 70% in both groups at 12 months.,0,0,N,0,N,N,0,0,0,N,N
8,Four patients in the needle fasciotomy group and eight patients in the collagenase group had skin ruptures.,0,0,N,0,N,N,0,0,0,N,N
9,"At 3 months and 1 year, the outcomes of needle fasciotomy and collagenase injection are the same in Dupuytren’s disease with predominantly metacarpophalangeal joint involvement.",0,0,N,0,N,N,0,0,0,N,N
10,"Keywords Dupuytren′s disease, needle fasciotomy, collagenase injection, randomized controlled trial",0,0,N,0,N,N,0,0,0,N,N
11,"Dupuytren’s disease is a fibroproliferative disorder of the palmar fascia, eventually leading to a flexion contracture in one or more fingers.",0,0,N,0,N,N,0,0,0,N,N
12,"There is no cure, but several treatment options are available that can relieve the contracture for an uncertain period of time.",0,0,N,0,N,N,0,0,0,N,N
13,"Limited or subtotal fasciectomy is the most commonly used surgical method, at least in Europe.",0,0,N,0,N,N,0,0,0,N,N
