Sentence-ID,Sentence-String,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Section
0,Dry eye disease (DED) is a common condition causing substantial burden.,0,0,0,0,0,0,0,0,0,0,0,Purpose:
1,"A randomized, controlled, single-masked study was performed in 40 patients with mild to moderate DED to evaluate the efficacy and safety of a collyrium based on crosslinked hyaluronic acid (XLHA) with coenzyme Q10 (CoQ10).",0,0,0,0,0,0,0,0,0,0,0,
2,"Enrolled subjects were divided into 2 groups: group A, treated with XLHA + CoQ10; and group B, treated with hyaluronic acid (HA).",0,0,0,0,0,0,0,0,0,0,0,Methods:
3,Eyedrops were administered 4 times daily for 3 months.,0,0,0,0,0,0,0,0,0,0,0,
4,"The Ocular Surface Disease Index (OSDI) questionnaire, tear break-up time (TBUT), corneal and conjunctival staining, and meibomian gland assessment (MGD) were evaluated; furthermore, corneal aesthesiometry, in vivo corneal confocal microscopy, visual acuity, intraocular pressure (IOP), and fundus examination were performed.",0,0,0,0,0,0,0,0,0,0,0,
5,"At the end of treatment, OSDI score significantly decreased in groups A and B (p<0.01 and p<0.05, respectively); the decrease was significantly higher in group A. Corneal staining decreased in both groups, with lower scores in group A.",0,0,0,0,0,0,0,0,0,0,0,Results:
6,The MGD was significantly ameliorated in group A patients.,0,0,0,0,0,0,0,0,0,0,0,
7,No differences were found for corneal aesthesiometry or TBUT.,0,0,0,0,0,0,0,0,0,0,0,
8,Epithelial cell reflectivity was significantly reduced only in group A.,0,0,0,0,0,0,0,0,0,0,0,
9,"For keratocytes and stromal matrix parameters, there was a significant improvement in group A.",0,0,0,0,0,0,0,0,0,0,0,
10,"No changes were found for visual acuity, IOP, or fundus examination.",0,0,0,0,0,0,0,0,0,0,0,
11,"The XLHA + CoQ10 treatment showed greater effectiveness in DED compared to HA alone, probably due to the longer permanency on ocular surface and the antioxidant activity of CoQ10.",0,0,0,0,0,0,0,0,0,0,0,Conclusions:
12,"Therefore, XLHA + CoQ10 eyedrops could represent a new possibility in dry eye treatment.",0,0,0,0,0,0,0,0,0,0,0,
13,Dry eye disease (DED) is a common condition causing substantial burden on visual function and quality of life  and work productivity .,0,0,0,0,0,0,0,0,0,0,0,Introduction
14,"Epidemiologic data indicate that it is an increasing public health concern, affecting between 6% and 34% of the adult population, depending on the different diagnostic criteria used and population analyzed .",1,0,0,0,0,0,0,0,0,0,0,
15,"Prevalence of DED increases with age and other risk factors for the development of dry eye include ethnicity and sex, with greater incidence observed in Asian and Hispanic populationsand in women .",0,0,0,1,0,0,0,0,0,0,0,
