Sentence-ID,Sentence-String,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11
0,Acute infectious conjunctivitis is a common disorder in primary care.,0,0,0,0,0,0,0,0,0,0,0
1,"Despite a lack of evidence regarding the effectiveness of topical antibiotics for the treatment of acute infectious conjunctivitis, most patients presenting in primary care with the condition receive topical antibiotics.",0,0,0,0,0,0,0,0,0,0,0
2,"In the Netherlands, fusidic acid is most frequently prescribed.",0,0,0,0,0,0,0,0,0,0,0
3,To assess the effectiveness of fusidic acid gel compared to placebo for acute infectious conjunctivitis.,0,0,0,0,0,0,0,0,0,0,0
4,Double-blind randomised placebo-controlled trial.,0,0,0,0,0,0,0,0,0,0,0
5,Twenty-five Dutch primary care centres.,0,0,0,0,0,0,0,0,0,0,0
6,"Adults presenting with a red eye and either (muco)purulent discharge or glued eyelid(s) were allocated to either one drop of fusidic acid gel 1% or placebo, four times daily during one week.",1,0,0,0,0,0,0,0,0,0,0
7,The main outcome measure was the difference in recovery rates at 7 days.,1,0,0,0,0,0,0,0,0,0,0
8,"Secondary outcome measures were difference in bacterial eradication rates, a survival time analysis of the duration of symptoms, and the difference in recovery rates in culture-positive and culture-negative patients.",1,0,0,0,0,0,0,0,0,0,0
9,One hundred and eighty-one patients were randomised and 163 patients were analysed.,1,1,0,0,0,0,0,1,0,1,1
10,Forty-five of the 73 patients in the treatment and 53 of the 90 patients in the placebo group recovered (adjusted risk difference = 5.3% [95% confidence interval {CI} = −11 to 18]).,1,0,0,0,0,0,0,1,0,1,1
11,There was no difference between the median duration of symptoms in the two groups.,0,0,0,0,0,0,0,1,0,1,1
12,"At baseline, the prevalence of a positive bacterial culture was 32% (58/181).",0,0,0,0,0,0,0,1,0,1,1
13,The bacterial eradication rate was 76% in the treatment and 41% in the placebo group (risk difference = 35% [95% CI = 9.3 to 60.4]).,0,0,0,0,0,0,0,1,0,1,1
14,"In culture positive patients, the treatment effect tended to be strong (adjusted risk difference = 23% [95% CI = −6 to 42]).",0,0,0,0,0,0,0,0,0,0,0
15,"At 7 days, cure rates in the fusidic acid gel and placebo group were similar, but the confidence interval was too wide to clearly demonstrate their equivalence.",0,0,0,0,0,0,0,0,0,0,0
16,These findings do not support the current prescription practices of fusidic acid by GPs.,0,0,0,0,0,0,0,0,0,0,0
17,"In Western countries, acute infectious conjunctivitis is a common disorder with an incidence of 15 per 1000 patients per year in primary care.<sup><a href=""#b1"">1</a></sup><sup>–</sup><sup><a href=""#b6"">6</a></sup> The GP diagnoses acute infectious conjunctivitis on the basis of signs and symptoms.",0,0,0,0,0,0,0,0,0,0,0
18,"In most cases, GPs do not feel able to differentiate between a bacterial and a non-bacterial cause.",0,0,0,0,0,0,0,0,0,0,0
