Sentence-ID,Sentence-String,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Section
0,One in eight schoolchildren have an episode of acute infective conjunctivitis every year.,0,0,0,0,0,0,0,0,0,0,0,Background
1,"Standard clinical practice is to prescribe a topical antibiotic, although the evidence to support this practice is scarce.",0,0,0,0,0,0,0,0,0,0,1,
2,We undertook a randomised double-blind trial to compare the effectiveness of chloramphenicol eye drops with placebo in children with infective conjunctivitis in primary care.,0,0,0,0,0,0,0,0,0,0,0,
3,Our study included 326 children aged 6 months to 12 years with a clinical diagnosis of conjunctivitis who were recruited from 12 general medical practices in the UK.,0,0,0,0,0,0,0,0,0,0,0,Methods
4,We assigned 163 children to receive chloramphenicol eye drops and 163 to receive placebo eye drops.,0,0,0,0,0,0,0,0,0,0,0,
5,Eye swabs were taken for bacterial and viral analysis.,0,0,0,0,0,0,0,0,0,1,0,
6,"The primary outcome was clinical cure at day 7, which was assessed from diaries completed by parents.",0,0,0,0,0,0,0,0,0,0,0,
7,All children were followed up for 6 weeks to identify relapse.,0,0,0,0,0,0,0,0,0,0,0,
8,"Survival statistics were used for comparison, and analysis was by intention to treat.",0,0,0,0,0,0,0,0,1,1,0,
9,Nine children were lost to follow-up (one in chloramphenicol group; eight in placebo group).,0,0,0,0,0,0,0,0,0,0,0,Findings
10,"Clinical cure by day 7 occurred in 128 (83%) of 155 children with placebo compared with 140 (86%) of 162 with chloramphenicol (risk difference 3·8%, 95% CI −4·1% to 11·8%).",0,0,0,0,0,0,0,0,0,0,0,
11,"Seven (4%) children with chloramphenicol and five (3%) with placebo had further conjunctivitis episodes within 6 weeks (1·2%, −2·9% to 5·3%).",0,0,0,0,0,0,0,0,0,0,0,
12,Adverse events were rare and evenly distributed between each group.,0,0,0,0,0,0,0,0,0,0,0,
13,Most children presenting with acute infective conjunctivitis in primary care will get better by themselves and do not need treatment with an antibiotic.,0,0,0,0,0,0,0,0,0,0,0,Interpretation
14,Acute infective conjunctivitis has a substantial effect on the health-service workload despite its low morbidity.,0,0,0,0,0,0,0,0,0,0,0,Introduction
15,The disease accounts for up to 1% of consultations in primary care.,0,0,0,0,0,0,0,0,0,0,0,
