Sentence-ID,Sentence-String,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Section
0,"Background/Aims Prospectively evaluate outcomes in the third year of neovascular age-related macular degeneration (AMD) management using ranibizumab with continued treat and extend (TREX) dosing compared with monthly visits with retreatment upon evidence of exudative disease activity (PRN, pro re nata).",0,0,0,0,0,0,0,0,0,0,0,Abstract
1,Methods Subjects with treatment-naïve neovascular AMD were randomised 1:2 to Monthly or TREX and managed through 2 years.,0,0,0,0,0,0,0,0,0,0,0,
2,"In the third year, subjects randomised to Monthly were managed PRN while subjects randomised to TREX were continued on TREX dosing or transitioned to PRN after achieving an interval of 12 weeks between visits.",0,1,0,0,0,0,0,0,0,0,0,
3,Results Sixty subjects enrolled and 46 (77%) completed month 36 (M36).,0,0,0,0,0,0,0,0,0,0,0,
4,"Transition from Monthly to PRN was associated with a decline in best corrected visual acuity (BCVA) (+10.5 letters (month 24) to +5.4 (M36, p=0.09)); three (15%) subjects required no dosing during year 3, and 47% (114/243) of possible PRN injections were delivered, yielding a mean of 6.1 injections during year 3.",0,0,0,0,0,0,0,0,0,0,1,
5,"Among the 9 (23%) TREX subjects transitioned to PRN, the need for ongoing anti-vascular endothelial growth factor retreatments was small, with 4 (4%) intravitreal injections being delivered among 106 PRN visits; this subgroup displayed an inferior BCVA trajectory compared with the remainder of subjects.",0,0,0,0,0,0,0,0,0,0,0,
6,"Outcomes among subjects continued on TREX were more favourable, with a mean gain of +5.0 letters at M36.",0,0,0,0,0,0,0,0,0,0,1,
7,"Conclusions Upon transition to PRN, subjects randomised to monthly dosing experienced a decline in BCVA.",0,0,0,0,0,0,0,0,0,0,0,
8,"Among subjects initially randomised to TREX who transitioned to PRN after achieving a 12-week interval between visits, the overall need for additional treatment was low.",0,0,0,0,0,0,0,0,0,0,0,
9,"Trial registration number NCT01748292, Results.",0,0,0,0,0,0,0,0,0,0,0,
10,"Neovascular age-related macular degeneration (AMD), a progressive disease with a well-characterised poor natural history, remains a leading cause of visual impairment.",0,0,0,0,0,0,0,0,0,0,0,Introduction
11,Intravitreally administered pharmaceutical agents that inhibit the activity of vascular endothelial growth factor-A (VEGF) are the mainstay of management.,0,0,0,0,0,0,0,0,0,0,0,
12,"With appropriate treatment, both anatomic disease stability and visual improvement can be achieved in a large proportion of subjects.",0,0,0,0,0,0,0,0,0,0,0,
13,"In phase III, prospective, randomised trials employing current generation anti-VEGF monotherapies, fixed monthly dosing optimises visual and anatomic outcomes on a population basis.",0,0,0,0,0,0,0,0,0,0,0,
14,"Despite the potential value, indefinite fixed monthly dosing poses a substantial burden for subjects and healthcare systems across the globe.",0,0,0,0,0,0,0,0,0,0,0,
15,"Therefore, few physicians report practising such strict monthly dosing.",0,0,0,0,0,0,0,0,0,0,0,
16,The large majority of retina specialists in the USA use a treat and extend (TREX) approach with the hope of achieving the visual benefit of monthly dosing while minimising treatment burden.,0,0,0,0,0,0,0,0,0,0,0,
17,TREX dosing has been validated by both retrospective and prospective analyses.,0,0,0,0,0,0,0,0,0,0,0,
18,"When pursuing TREX, a substantial proportion of subjects ultimately achieve long intervals between injections.",0,0,0,0,0,0,0,0,0,0,0,
19,It remains unclear if these subjects require ongoing dosing or if they could maintain clinical stability without ongoing retreatments.,0,0,0,0,0,0,0,0,0,0,0,
20,"Another concern in the long-term management of neovascular AMD is episodic recurrence of exudative disease activity, which appears to limit ultimate visual acuity (VA) gains.",0,0,0,0,0,0,0,0,0,0,0,
21,Chronic underdosing of active neovascular AMD significantly restricts long-term visual benefits on a population basis.,0,0,0,0,0,0,0,0,0,0,0,
22,"Furthermore, once stability is achieved, mandating substantial VA loss or dramatic increases in macular oedema before allowing anti-VEGF retreatment also significantly curtails ultimate VA.",0,0,0,0,0,0,0,0,0,0,0,
23,"Moreover, even subtle episodes of recurrence appear to impact ultimate visual potential.",0,0,0,0,0,0,0,0,0,0,0,
24,"In the 2-year Comparison of AMD Treatment Trial (CATT), eyes transitioned from monthly dosing to monthly visits with retreatment only upon evidence of exudative disease activity (PRN, pro re nata) after 1 year demonstrated a loss of subsequent VA on average to the level observed among subjects initially randomised to PRN management.",0,0,0,0,0,0,0,0,0,0,0,
25,It remains unknown if a longer duration of monthly dosing may have mitigated this decline.,0,0,0,0,0,0,0,0,0,0,0,
26,"The TREX-AMD (TReat and EXtend Protocol in Patients with Wet Age-related Macular Degeneration) study was a prospective, randomised trial directly comparing monthly to TREX dosing for neovascular AMD management.",0,0,0,0,0,0,0,0,0,0,0,
27,"Through year 2, monthly and TREX dosing using ranibizumab (Lucentis, Genentech, South San Francisco, CA) achieved similar visual and anatomic outcomes with a significantly reduced treatment burden with TREX dosing.",0,0,0,0,0,0,0,0,0,0,0,
28,"The goals of the third year of TREX-AMD were to evaluate outcomes following (1) transition of monthly subjects to PRN, and (2) transition of TREX subjects to PRN after achieving a 12-week dosing interval.",0,0,0,0,0,0,0,0,0,0,0,
29,"The current manuscript describes outcomes of the TREX-AMD trial through its final, third year.",0,0,0,0,0,0,0,0,0,0,0,
