Sentence-ID,Sentence-String,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11
0,To determine the effectiveness of prism spectacles in people with age-related macular degeneration by relocating the retinal image.,0,0,0,0,0,N,N,0,N,0,0
1,"We implemented a randomized, placebo-controlled, double-masked trial.",0,0,0,0,0,N,N,0,N,0,0
2,Participants with age-related macular degeneration received a standard low-vision assessment and the prescription of conventional low-vision aids 6 weeks before the study intervention.,0,0,0,0,0,N,N,0,N,0,0
3,"Participants were randomized to receive 1 of the following, including the optimal refractive correction: (1) custom, incorporating bilateral prisms to match participants’ preferred power and base direction; (2) standard, incorporating standard bilateral prisms (6 prism diopters [Δ] base up for logMAR [logarithm of the minimum angle of resolution] visual acuity (VA) of 0.48-1.00 and 10Δ base up for logMAR VA of 1.02-1.68); or (3) placebo, consisting of spectacles matched in weight and thickness to prism spectacles but without prism.",0,0,0,0,0,N,N,0,N,0,0
4,"Outcomes measured binocularly at baseline and 3-month follow-up included distance logMAR VA, reading speed, critical print size, visual functioning questionnaires, and observed visual task performance.",0,0,0,0,0,N,N,0,N,0,0
5,Scores on the 25-item National Eye Institute Visual Functioning Questionnaire and the Melbourne Low-Vision ADL (Activities of Daily Living) Index were converted to linear estimates using Rasch analysis.,0,0,0,0,0,N,N,0,N,0,0
6,The Manchester Low Vision Questionnaire was used to collect descriptive data.,0,0,0,0,0,N,N,0,N,0,0
7,"A total of 225 participants completed the trial (median age, 81 years).",0,0,0,0,0,N,N,0,N,0,0
8,"We found no significant effect of treatment group on any of the outcome measures, including VA, the primary outcome (adjusted for baseline) (P = .63).",0,0,0,0,0,N,N,0,N,0,0
9,Participants’ responses to the Manchester Low Vision Questionnaire suggested that the prism spectacles added to their problems.,0,0,0,0,0,N,N,0,N,0,0
10,Prism spectacles are no more effective than conventional spectacles for people with age-related macular degeneration.,0,0,0,0,0,N,N,0,N,0,0
11,Age-related macular degeneration (AMD) is the leading cause of visual impairment in the Western world and usually affects people 65 years and older.,0,0,0,0,0,N,N,0,N,0,0
12,"Age-related macular degeneration impairs central vision, leading to difficulties in many activities essential to independent living.",0,0,0,0,0,N,N,0,N,0,0
13,"Thus, affected people usually experience a lower quality of life compared with people of a similar age without AMD.",0,0,0,0,0,N,N,0,N,0,0
14,"In the absence of effective preventative or curative treatments for most patients, and with an ever-increasing elderly population, the burden of AMD looks set to rise.",0,0,0,0,0,N,N,0,N,0,0
15,"Patients with AMD often view noncentrally (eccentric viewing), using a preferred retinal location (PRL) outside the scotoma but still close to the fovea, because resolution worsens rapidly with greater distance from the foveal center.",0,0,0,0,0,N,N,0,N,0,0
16,"Such patients are sometimes recognizable by their lack of normal eye contact and their need to look sideways at objects, which can cause postural problems.",0,0,0,0,0,N,N,0,N,0,0
17,Eccentric viewing is necessary for optimizing visual functioning in the presence of a central scotoma.,0,0,0,0,0,N,N,0,N,0,0
18,"If a corresponding change in oculomotor control is achieved, the PRL may functionally replace the fovea, and the conscious effort to eccentrically view is no longer required.",0,0,0,0,0,N,N,0,N,0,0
19,"However, people with AMD often fail to optimize their use of eccentric viewing.",0,0,0,0,0,N,N,0,N,0,0
20,"For example, the scotoma is rarely absolute, and people may experience difficulties in identifying an optimal PRL, with some patients choosing a PRL within the lesion area, and/or only achieving appropriate oculomotor control over time.",0,0,0,0,0,N,N,0,N,0,0
21,"However, training in eccentric viewing to develop these skills is time consuming and of unknown effectiveness because such training has not been subjected to systematic evaluation.",0,0,0,0,0,N,N,0,N,0,0
22,"A potentially cost-effective intervention involves the use of a prism, which is supposed to relocate the retinal image away from the scotoma to a PRL without requiring conscious effort from the patient.",0,0,0,0,0,N,N,0,N,0,0
23,"The argument is used that, with the appropriate power and positioning of a prism, this technique (known as prism relocation therapy) should optimize visual functioning with little or no training and enable patients to maintain normal eye contact without postural problems.",0,0,0,0,0,N,N,0,N,0,0
24,"Although prism relocation therapy is not new, it has been studied only to a limited extent.",0,0,0,0,0,N,N,0,N,0,0
25,Romayananda et al were the first to describe the technique and reported dramatic improvements in the size of text that several patients with macular lesions achieved using prisms for near vision.,0,0,0,0,0,N,N,0,N,0,0
26,Those authors recommended the technique to practitioners for use with selected patients who need low-vision aids but did not describe what the selection criteria should be.,0,0,0,0,0,N,N,0,N,0,0
27,Three of the 4 published studies claim success in improving visual performance with prism relocation therapy.,0,0,0,0,0,N,N,0,N,0,0
28,"However, all of these studies were susceptible to selection bias, and although 1 study was a randomized controlled trial, all of them lacked a systematic approach to measuring outcomes and have not provided adequate data to support their claims that prism relocation therapy is successful.",0,0,0,0,0,N,N,0,N,0,0
29,"Moreover, the fundamental theory underlying the technique (ie, that the prism exploits a retinal area that the patient does not use spontaneously, and so the retinal location used for seeing alters) has been questioned.",0,0,0,0,0,N,N,0,N,0,0
30,"For example, Bailey suggested that when the prism moves the image off the fovea, the patient will refixate involuntarily to move the image back to the fovea, as happens in people with normal sight.",0,0,0,0,0,N,N,0,N,0,0
31,The purpose of the present study was to perform a randomized controlled trial to investigate the effectiveness of prism spectacles in people with AMD.,0,0,0,0,0,N,N,0,N,0,0
32,"The candidates for inclusion in the study consisted of patients referred to the low-vision clinics of the Manchester Royal Eye Hospital, Manchester, England, from July 15, 2001, through March 31, 2003, with bilateral AMD and a visual acuity (VA) of at least 1/60 (1.78 logarithm of the minimum angle of resolution [logMAR]) but no better than 6/18 (0.48 logMAR) in the better eye.",1,0,0,0,0,N,N,0,N,0,0
33,"To be eligible, patients had to be free of mental illness, dementia, and severe physical limitations; proficient in English; and literate; and not be a resident in a hospital or a nursing home.",1,0,0,0,0,N,N,0,N,0,0
34,"The distance logMAR VA (scored by letter) of all participants was measured before their inclusion using the Early Treatment of Diabetic Retinopathy Study chart (Lighthouse International, New York, NY).",0,0,0,0,0,N,N,0,N,0,0
35,The Mini-Mental State Examination (blind version) was administered as a screening instrument for abnormal cognitive decline (those scoring <16 of 22 were excluded).,0,0,0,0,0,N,N,0,N,0,0
36,Informed consent was obtained from all participants after the nature of the study had been fully explained.,0,0,0,0,0,N,N,0,N,0,0
37,"The tenets of the Declaration of Helsinki were followed, and the study was approved by the Central Research Ethics Committee of the Manchester Health Authority (reference CEN/00/150).",0,0,0,0,0,N,N,0,N,0,0
38,"The study was a double-masked, randomized, placebo-controlled trial in which participants received 1 of the following 3 types of test spectacles: (1) custom, incorporating bilateral prisms to match participants’ preferred power and base direction; (2) standard, incorporating standard bilateral prisms (6 prism diopters [Δ] base up for logMAR VA of 0.48-1.00 and 10Δ base up for logMAR VA of 1.02-1.68); and (3) placebo, consisting of spectacles matched in weight and thickness to prism spectacles but without the prism.",0,0,0,1,1,N,N,0,N,0,0
39,The spectacles prescribed to each group included the optimal refractive correction for distance and near vision.,0,0,0,0,0,N,N,0,N,0,0
40,The standard group was included to determine whether a prescription of standard prism spectacles might be as effective as a prescription of custom prism spectacles.,0,0,0,0,0,N,N,0,N,0,0
41,"The choice of prism power for the standard group was based on a previous study reporting that the most common power was 6Δ.11 There was, however, a suggestion in that study that patients with larger macular lesions and poorer VA would need more powerful prisms.",0,0,0,0,0,N,N,0,N,0,0
42,"In a group of patients with AMD and logMAR VA ranging from 1.1 to 1.7, an average eccentric viewing angle of 7.8° was found that would equate to a prism of approximately 13.5Δ.",0,0,0,0,0,N,N,0,N,0,0
43,"In the present study, this was reduced to 10Δ, which was the highest prism prescribed by Romayananda et al.",0,0,0,0,0,N,N,0,N,0,0
44,"The subjects included by Romayananda et al appeared to adapt well to the 10Δ, whereas patients with higher-powered prisms in a later study reported excessive weight and experienced distortion and dizziness.",0,0,0,0,0,N,N,0,N,0,0
45,"The 90° prism base for the standard group was chosen because (1) it was reported that 95% of the patients treated by Romayananda et al chose a prism base direction located in the superior hemifield; (2) it has been suggested theoretically and observed clinically that reading is more effective if the scotoma is displaced vertically when training eccentric viewing; (3) in everyday tasks and mobility, it is generally more important to see objects in the lower than the upper field; and (4) most subjects have been reported to adopt a PRL below the scotoma.",0,0,0,0,0,N,N,0,N,0,0
