Sentence-ID,Sentence-String,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Section
0,"Conservative, nonsurgical therapies for basal joint osteoarthritis, such as thumb spica splinting and intra-articular corticosteroid injections, remain the mainstays for symptomatic treatment.",0,0,0,0,0,0,0,0,0,0,0,Purpose
1,"This study compares intra-articular hylan, corticosteroid, and placebo injections with regard to pain relief, strength, symptom improvement, and metrics of manual function in a randomized, controlled, double-blinded study.",0,0,0,0,0,0,0,0,0,0,0,
2,"Sixty patients with basal joint arthritis were randomized to receive 2 intra-articular hylan injections 1 week apart, 1 placebo injection followed by 1 corticosteroid injection 1 week later, or 2 placebo injections 1 week apart.",0,0,0,0,0,0,0,0,0,0,0,Methods
3,"Patients were evaluated at 2, 4, 12, and 26 weeks and assessed with Visual Analog Scale pain scores, strength measures, difference scores, Disabilities of the Arm, Shoulder, and Hand (DASH) scores, and range of motion measurements.",0,0,0,0,0,0,0,0,0,0,0,
4,All groups reported pain relief at 2 weeks.,0,0,0,0,0,0,0,0,0,0,0,Results
5,"The steroid and placebo groups had significantly less pain at week 4 compared with baseline, but this effect disappeared by week 12.",0,0,0,1,0,0,0,0,0,0,0,
6,Only hylan injections continued to provide pain relief at 12 and 26 weeks compared with baseline.,0,0,0,1,0,0,0,0,0,0,0,
7,There were no significant differences in pain between groups at any time.,0,0,0,0,0,0,0,0,0,0,0,
8,"At 12 and 26 weeks, the hylan group had improved grip strength compared with baseline, whereas the steroid and placebo groups were weaker.",0,0,0,1,0,0,0,0,0,0,0,
9,"At 4 weeks, the steroid group reported in the difference score a greater improvement in symptoms (68%) compared with the hylan (44%) and placebo (50%) groups.",0,0,0,0,0,0,0,0,0,0,0,
10,"Whereas at 26 weeks the hylan group reported the largest improvement in symptoms (68%), this was not statistically different from the placebo (47%) and steroid (58%) groups.",0,0,0,0,0,0,0,0,0,0,0,
11,"There were no significant differences in Disabilities of the Arm, Shoulder, and Hand scores or range of motion among the groups.",0,0,0,0,0,0,0,0,0,0,0,
12,There were no complications from any injection.,0,0,0,0,0,0,0,0,0,0,0,
