Sentence-ID,Sentence-String,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11
0,"Our previous study, Atropine for the Treatment of Myopia 1 (ATOM1), showed that atropine 1% eyedrops were effective in controlling myopic progression but with visual side effects resulting from cycloplegia and mydriasis.",0,0,0,0,0,0,0,0,0,0,0
1,"The aim of this study was to compare efficacy and visual side effects of 3 lower doses of atropine: 0.5%, 0.1%, and 0.01%.",0,0,0,0,0,0,0,0,0,0,0
2,"Single-center, double-masked, randomized study.",1,1,1,1,1,1,1,0,0,0,0
3,A total of 400 children aged 6–12 years with myopia of at least −2.0 diopters (D) and astigmatism of −1.50 D or less.,0,0,0,0,0,0,0,0,0,0,0
4,"Children were randomly assigned in a 2:2:1 ratio to 0.5%, 0.1%, and 0.01% atropine to be administered once nightly to both eyes for 2 years.",0,0,0,0,0,0,0,0,0,0,0
5,"Cycloplegic refraction, axial length, accommodation amplitude, pupil diameter, and visual acuity were noted at baseline, 2 weeks, and then every 4 months for 2 years.",0,0,0,0,0,0,0,0,0,0,0
6,Myopia progression at 2 years.,0,0,0,0,0,0,0,0,0,0,0
7,Changes were noted and differences between groups were compared using the Huber–White robust standard error to allow for data clustering of 2 eyes per person.,0,0,0,0,0,0,0,0,0,0,0
8,"The mean myopia progression at 2 years was −0.30±0.60, −0.38±0.60, and −0.49±0.63 D in the atropine 0.5%, 0.1%, and 0.01% groups, respectively (P=0.02 between the 0.01% and 0.5% groups; between other concentrations P > 0.05).",0,0,0,0,0,0,0,1,1,1,1
9,"In comparison, myopia progression in ATOM1 was −1.20±0.69 D in the placebo group and −0.28±0.92 D in the atropine 1% group.",0,0,0,0,0,0,0,1,1,1,1
10,"The mean increase in axial length was 0.27±0.25, 0.28±0.28, and 0.41±0.32 mm in the 0.5%, 0.1%, and 0.01% groups, respectively (P < 0.01 between the 0.01% and 0.1% groups and between the 0.01% and 0.5% groups).",0,0,0,0,0,0,0,1,1,1,1
11,"However, differences in myopia progression (0.19 D) and axial length change (0.14 mm) between groups were small and clinically insignificant.",0,0,0,0,0,0,0,1,1,1,1
12,"Atropine 0.01% had a negligible effect on accommodation and pupil size, and no effect on near visual acuity.",0,0,0,0,0,0,0,1,1,1,1
