Sentence-ID,Sentence-String,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11
0,Lancet Diabetes Endocrinol.,0,0,0,0,N,N,N,0,0,0,0
1,4(3): 233-243,0,0,0,0,N,N,N,0,0,0,0
2,The lancet.,0,0,0,0,N,N,N,0,0,0,0
3,Diabetes &amp; endocrinology,0,0,0,0,N,N,N,0,0,0,0
4,Author Manuscript,0,0,0,0,N,N,N,0,0,0,0
5,Lancet Diabetes Endocrinol.,0,0,0,0,N,N,N,0,0,0,0
6,"Author manuscript; available in PMC 2017 March  01.<br/>Published in final edited form as: <a title=""Opens in Web Browser"" href=""https://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&amp;retmode=ref&amp;cmd=prlinks&amp;id=26850709"">Lancet Diabetes Endocrinol.",0,0,0,0,N,N,N,0,0,0,0
7,4(3): 233-243</a>.,0,0,0,0,N,N,N,0,0,0,0
8,Day and night glycaemic control with a bionic pancreas versus conventional insulin pump therapy in preadolescent children with type 1 diabetes: a randomised crossover trial,0,0,0,0,N,N,N,0,0,0,0
9,"Steven J Russell, Mallory A Hillard, Courtney Balliro, Kendra L Magyar, Rajendranath Selagamsetty, Manasi Sinha, Kerry Grennan, Debbie Mondesir, Laya Ehklaspour, Hui Zheng, Edward R Damiano, Firas H El-Khatib<div class=""aff"" id=""A1"">Diabetes Unit and Department of Medicine, Massachusetts General Hospital and Harvard Medical School, Boston, MA, USA (S J Russell MD, M A Hillard BS, C Balliro RN, K L Magyar NP, M Sinha MD, K Grennan NP, D Mondesir BS, L Ehklaspour MD); Department of Biomedical Engineering, Boston University, Boston, MA, USA (R Selagamsetty BS, Prof E R Damiano PhD, F H El-Khatib PhD); and Biostatistics Center, Massachusetts General Hospital, Boston, MA, USA (H Zheng PhD)",0,0,0,0,N,N,N,0,0,0,0
10,"Correspondence to: Prof Edward R Damiano, Department of Biomedical Engineering, Boston University, Boston, MA 02215, USA edamiano@bu.edu",0,0,0,0,N,N,N,0,0,0,0
